"SEQPLT","YEAR","PSTATABB","PNAME","ORISPL","OPRNAME","OPRCODE","UTLSRVNM","UTLSRVID","SECTOR","BANAME","BACODE","NERC","SUBRGN","SRNAME","ISORTO","FIPSST","FIPSCNTY","CNTYNAME","CAMDFLAG","NUMUNT","NUMGEN","PLPRMFL","PLFUELCT","COALFLAG","CAPFAC","NAMEPCAP","NBFACTOR","RMBMFLAG","CHPFLAG","USETHRMO","PWRTOHT","ELCALLOC","PSFLAG","PLHTIAN","PLHTIOZ","PLHTIANT","PLHTIOZT","PLNGENAN","PLNGENOZ","PLNOXAN","PLNOXOZ","PLSO2AN","PLCO2AN","PLCH4AN","PLN2OAN","PLCO2EQA","PLHGAN","PLNOXRTA","PLNOXRTO","PLSO2RTA","PLCO2RTA","PLCH4RTA","PLN2ORTA","PLC2ERTA","PLHGRTA","PLNOXRA","PLNOXRO","PLSO2RA","PLCO2RA","PLCH4RA","PLN2ORA","PLC2ERA","PLHGRA","PLNOXCRT","PLNOXCRO","PLSO2CRT","PLCO2CRT","PLCH4CRT","PLN2OCRT","PLC2ECRT","PLHGCRT","UNNOX","UNNOXOZ","UNSO2","UNCO2","UNCH4","UNN2O","UNHG","UNHTI","UNHTIOZ","UNHTIT","UNHTIOZT","UNNOXSRC","UNNOZSRC","UNSO2SRC","UNCO2SRC","UNCH4SRC","UNN2OSRC","UNHGSRC","UNHTISRC","UNHOZSRC","BIONOX","BIONOXOZ","BIOSO2","BIOCO2","BIOCH4","BION2O","CHPCHTI","CHPCHTIOZ","CHPNOX","CHPNOXOZ","CHPSO2","CHPCO2","CHPCH4","CHPN2O","PLHTRT","PLGENACL","PLGENAOL","PLGENAGS","PLGENANC","PLGENAHY","PLGENABM","PLGENAWI","PLGENASO","PLGENAGT","PLGENAOF","PLGENAOP","PLGENATN","PLGENATR","PLGENATH","PLGENACY","PLGENACN","PLCLPR","PLOLPR","PLGSPR","PLNCPR","PLHYPR","PLBMPR","PLWIPR","PLSOPR","PLGTPR","PLOFPR","PLOPPR","PLTNPR","PLTRPR","PLTHPR","PLCYPR","PLCNPR","GEOID","CountyFIPS","TractCode","StateAbbr","COUNTY","E_TOTPOP","M_TOTPOP","RPL_EBM","RPL_HVM","RPL_SVM","E_PM","E_OZONE","E_DSLPM","E_COAL","EP_UNINSUR","EP_AGE65","EP_ASTHMA","EP_BPHIGH","EP_CANCER","EP_MHLTH","geometry"
6821,2021,"NC","Railroad Solar Farm, LLC","63381","Duke Energy Progress - (NC)",3046,"Alchemy Renewable Energy",62627,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.18527,4.1,NA,"","",NA,NA,NA,"",NA,NA,58840,30063,6654,3400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58840,30063,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6654,0,0,0,0,6654,6654,0,6654,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155960502","37155","960502","NC","Robeson",4683,343,0.3256,0.4,0.8549,9.04,0,0.23,0,11.1,8.6,13.5,29.5,4.2,22.4,c(-79.185, 34.68056)
6958,2021,"NC","Three Bridge","62540","Progress Energy Carolinas Inc",3046,"Three Bridge Farm, LLC",62040,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.19178,2,NA,"","",NA,NA,NA,"",NA,NA,29712,15181,3360,1717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29712,15181,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3360,0,0,0,0,3360,3360,0,3360,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155960503","37155","960503","NC","Robeson",1838,171,0.3278,0.8,0.8239,9.01,0,0.21,0,10.3,20.7,13.4,39.9,7.2,18.9,c(-79.2001, 34.6705)
6441,2021,"NC","Deep Branch Farm","61403","Duke Energy Progress - (NC)",3046,"Strata Manager, LLC",64778,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.20765,5,NA,"","",NA,NA,NA,"",NA,NA,80428,41093,9095,4647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80428,41093,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9095,0,0,0,0,9095,9095,0,9095,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155960503","37155","960503","NC","Robeson",1838,171,0.3278,0.8,0.8239,9.01,0,0.21,0,10.3,20.7,13.4,39.9,7.2,18.9,c(-79.199375, 34.670842)
6741,2021,"NC","NC Renewable Power - Lumberton LLC","10382","Duke Energy Progress - (NC)",3046,"NC Renewable Power - Lumberton LLC",59593,"IPP CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","Yes",2,1,"WDS","BIOMASS","",0,34.7,NA,"","Yes",0,NA,1,"",NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,"","","","","","","--","","EPA/CAMD",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37155960802","37155","960802","NC","Robeson",1475,205,0.6582,0.8,0.9586,8.88,0,0.26,0,9.9,15.9,13.5,50.7,6.5,19.3,c(-78.9968, 34.59)
6997,2021,"NC","W H Weatherspoon","2716","Duke Energy Progress - (NC)",3046,"Duke Energy Progress - (NC)",3046,"Electric Utility","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","Yes",4,4,"DFO","OIL","",0.00057,163,1,"","",NA,NA,NA,"",41640.5,25006.4,41640.5,25006.4,813,248,24.985,15.004,10.412,3372.1,202.345,40.469,3380.659,NA,61.464,121,25.614,8295.449,0.249,0.05,8316.505,NA,1.2,1.2,0.5,161.963,0.005,0.001,162.374,NA,61.464,121,25.614,8295.449,0.249,0.05,8316.505,NA,24.985,15.004,10.412,3372.1,202.345,40.469,NA,41640.5,25006.4,41640.5,25006.4,"EPA/CAMD","EPA/CAMD","EPA/CAMD","EPA/CAMD","EIA","EIA","--","EPA/CAMD","EPA/CAMD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51218.32718,0,813,0,0,0,0,0,0,0,0,0,813,0,0,813,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"37155961100","37155","961100","NC","Robeson",2237,212,0.4546,0.8,0.9942,8.86,0,0.25,0,26.2,9.2,13.6,42.4,5.9,23.6,c(-78.97552, 34.587538)
6497,2021,"NC","FLS Solar 170, LLC","59552","Duke Energy Progress - (NC)",3046,"AES Distributed Energy",61012,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.19309,2,NA,"","",NA,NA,NA,"",NA,NA,29916,15285,3383,1728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29916,15285,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3383,0,0,0,0,3383,3383,0,3383,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961100","37155","961100","NC","Robeson",2237,212,0.4546,0.8,0.9942,8.86,0,0.25,0,26.2,9.2,13.6,42.4,5.9,23.6,c(-78.97, 34.6)
6498,2021,"NC","FLS Solar 200, LLC","59551","Duke Energy Progress - (NC)",3046,"AES Distributed Energy",61012,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.15889,4.3,NA,"","",NA,NA,NA,"",NA,NA,52924,27040,5985,3058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52924,27040,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5985,0,0,0,0,5985,5985,0,5985,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961500","37155","961500","NC","Robeson",5041,614,0.1399,0.8,0.8214,8.75,0,0.16,0,14.2,15.4,11.4,37.6,6.4,17.7,c(-78.94, 34.581944)
6336,2021,"NC","Bo Biggs Solar","64192","Duke Energy Progress - (NC)",3046,"Bo Biggs Solar, LLC",63796,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.2117,4.9,NA,"","",NA,NA,NA,"",NA,NA,80357,41057,9087,4643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80357,41057,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9087,0,0,0,0,9087,9087,0,9087,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961500","37155","961500","NC","Robeson",5041,614,0.1399,0.8,0.8214,8.75,0,0.16,0,14.2,15.4,11.4,37.6,6.4,17.7,c(-78.94951, 34.58125)
6297,2021,"NC","Barker Solar, LLC","61194","Duke Energy Progress - (NC)",3046,"Barker Solar, LLC",60841,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.21489,5,NA,"","",NA,NA,NA,"",NA,NA,83231,42525,9412,4809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83231,42525,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9412,0,0,0,0,9412,9412,0,9412,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961500","37155","961500","NC","Robeson",5041,614,0.1399,0.8,0.8214,8.75,0,0.16,0,14.2,15.4,11.4,37.6,6.4,17.7,c(-78.928657, 34.635599)
6349,2021,"NC","Broadridge Solar, LLC","61218","Duke Energy Progress - (NC)",3046,"Broadridge Solar, LLC",60860,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.21546,5,NA,"","",NA,NA,NA,"",NA,NA,83450,42638,9437,4822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83450,42638,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9437,0,0,0,0,9437,9437,0,9437,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961601","37155","961601","NC","Robeson",4313,441,0.129,0.8,0.8305,8.76,0,0.18,0,13.3,10.5,12.3,39.7,6.2,20.1,c(-78.957206, 34.522942)
6930,2021,"NC","Stone Solar","61085","Duke Energy Progress - (NC)",3046,"Strata Manager, LLC",64778,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.22144,5,NA,"","",NA,NA,NA,"",NA,NA,85768,43821,9699,4956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85768,43821,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9699,0,0,0,0,9699,9699,0,9699,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961601","37155","961601","NC","Robeson",4313,441,0.129,0.8,0.8305,8.76,0,0.18,0,13.3,10.5,12.3,39.7,6.2,20.1,c(-79.031836, 34.583119)
6775,2021,"NC","Panda Solar NC 1, LLC","62089","Lumbee River Elec Member Corp",11291,"Panda Solar NC 1, LLC",61612,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.20137,1,NA,"","",NA,NA,NA,"",NA,NA,15601,7970,1764,901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15601,7970,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1764,0,0,0,0,1764,1764,0,1764,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961602","37155","961602","NC","Robeson",4030,360,0.1312,0.8,0.7969,8.65,0,0.15,0,12.3,17.1,11.7,42.5,7.3,17.7,c(-79.090206, 34.436698)
6778,2021,"NC","Panda Solar NC 2, LLC","62120","Lumbee River Elec Member Corp",11291,"Panda Solar NC 2, LLC",61655,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.17854,2,NA,"","",NA,NA,NA,"",NA,NA,27662,14133,3128,1598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27662,14133,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3128,0,0,0,0,3128,3128,0,3128,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961602","37155","961602","NC","Robeson",4030,360,0.1312,0.8,0.7969,8.65,0,0.15,0,12.3,17.1,11.7,42.5,7.3,17.7,c(-79.0847, 34.4384)
7009,2021,"NC","Walters Solar (FLS 260)","59603","Duke Energy Progress - (NC)",3046,"Cypress Creek Renewables",61060,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.18664,5,NA,"","",NA,NA,NA,"",NA,NA,72293,36937,8175,4177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72293,36937,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8175,0,0,0,0,8175,8175,0,8175,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961602","37155","961602","NC","Robeson",4030,360,0.1312,0.8,0.7969,8.65,0,0.15,0,12.3,17.1,11.7,42.5,7.3,17.7,c(-79.048889, 34.496944)
6614,2021,"NC","Jersey Holdings","60784","Lumbee River Elec Member Corp",11291,"Heelstone Energy Holdings, LLC",59462,"IPP Non-CHP","Duke Energy Carolinas","DUK","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.21285,5,NA,"","",NA,NA,NA,"",NA,NA,82443,42123,9323,4763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82443,42123,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9323,0,0,0,0,9323,9323,0,9323,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961602","37155","961602","NC","Robeson",4030,360,0.1312,0.8,0.7969,8.65,0,0.15,0,12.3,17.1,11.7,42.5,7.3,17.7,c(-79.037483, 34.564307)
6350,2021,"NC","Broadway Road Solar, LLC","64820","Duke Energy Progress - (NC)",3046,"Broadway Road Solar, LLC",64343,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","105","Lee","",1,1,"SUN","SOLAR","",0,2,NA,"","",NA,NA,NA,"",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","--","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37155961700","37155","961700","NC","Robeson",5035,402,0.0825,1,0.9024,8.8,0,0.17,0,10,18.8,12.8,48.4,7.8,18.3,c(-79.095952, 34.458665)
6812,2021,"NC","Progress Solar II, LLC","58494","Duke Energy Progress - (NC)",3046,"Oppidum Renewables USA, LLC",63026,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.17821,3.5,NA,"","",NA,NA,NA,"",NA,NA,48318,24687,5464,2792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48318,24687,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,5464,0,0,0,0,5464,5464,0,5464,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961700","37155","961700","NC","Robeson",5035,402,0.0825,1,0.9024,8.8,0,0.17,0,10,18.8,12.8,48.4,7.8,18.3,c(-79.0975, 34.476111)
6482,2021,"NC","Fairmont-FLS 100","59052","Duke Energy Carolinas, LLC",5416,"AES Distributed Energy",61012,"IPP Non-CHP","Duke Energy Carolinas","DUK","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.1776,4,NA,"","",NA,NA,NA,"",NA,NA,55031,28117,6223,3180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55031,28117,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6223,0,0,0,0,6223,6223,0,6223,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961700","37155","961700","NC","Robeson",5035,402,0.0825,1,0.9024,8.8,0,0.17,0,10,18.8,12.8,48.4,7.8,18.3,c(-79.13, 34.52)
6296,2021,"NC","Baltimore Church Solar, LLC","60144","Duke Energy Progress - (NC)",3046,"Baltimore Church Solar, LLC",59935,"IPP Non-CHP","Duke Energy Carolinas","DUK","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.1613,5.4,NA,"","",NA,NA,NA,"",NA,NA,67472,34473,7630,3898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67472,34473,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,7630,0,0,0,0,7630,7630,0,7630,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961700","37155","961700","NC","Robeson",5035,402,0.0825,1,0.9024,8.8,0,0.17,0,10,18.8,12.8,48.4,7.8,18.3,c(-79.152443, 34.466688)
6496,2021,"NC","Floyd Solar, LLC","60147","Duke Energy Progress - (NC)",3046,"Cypress Creek Renewables",61060,"IPP Non-CHP","Duke Energy Carolinas","DUK","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.1582,6.5,NA,"","",NA,NA,NA,"",NA,NA,79658,40699,9008,4602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79658,40699,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9008,0,0,0,0,9008,9008,0,9008,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961700","37155","961700","NC","Robeson",5035,402,0.0825,1,0.9024,8.8,0,0.17,0,10,18.8,12.8,48.4,7.8,18.3,c(-79.135875, 34.509128)
6975,2021,"NC","Turkey Branch Solar LLC","58670","Duke Energy Carolinas, LLC",5416,"AES Distributed Energy",61012,"IPP Non-CHP","Duke Energy Carolinas","DUK","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.19192,5,NA,"","",NA,NA,NA,"",NA,NA,74335,37980,8406,4295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74335,37980,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8406,0,0,0,0,8406,8406,0,8406,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961802","37155","961802","NC","Robeson",5418,477,0.3766,0.8,0.8527,8.93,0,0.21,0,14.3,16.4,13.7,42.9,6.7,20.2,c(-79.104444, 34.524444)
6912,2021,"NC","South Robeson Farm","58273","Duke Energy Progress - (NC)",3046,"USF Surry, LLC",63233,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.18703,5,NA,"","",NA,NA,NA,"",NA,NA,72442,37012,8192,4186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72442,37012,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8192,0,0,0,0,8192,8192,0,8192,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961900","37155","961900","NC","Robeson",4939,371,0.1701,0.8,0.9633,8.85,0,0.17,0,14.9,19.7,13.2,47.9,7.3,19.8,c(-79.28097, 34.561146)
6684,2021,"NC","McCallum Farm","58350","Duke Energy Progress - (NC)",3046,"Strata Manager, LLC",64778,"IPP Non-CHP","Duke Energy Progress East","CPLE","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.19345,5,NA,"","",NA,NA,NA,"",NA,NA,74927,38282,8473,4329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74927,38282,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8473,0,0,0,0,8473,8473,0,8473,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155961900","37155","961900","NC","Robeson",4939,371,0.1701,0.8,0.9633,8.85,0,0.17,0,14.9,19.7,13.2,47.9,7.3,19.8,c(-79.30219, 34.543889)
6647,2021,"NC","Laurinburg Solar, LLC (Heelstone)","60200","Duke Energy Progress - (NC)",3046,"SRE Utility Solar 1, LLC",61119,"IPP Non-CHP","Duke Energy Carolinas","DUK","SERC","SRVC","SERC Virginia/Carolina","","37","155","Robeson","",1,1,"SUN","SOLAR","",0.21707,2,NA,"","",NA,NA,NA,"",NA,NA,33629,17182,3803,1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33629,17182,"","","","","","","--","EIA","EIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3803,0,0,0,0,3803,3803,0,3803,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,"37155962001","37155","962001","NC","Robeson",3506,315,0.3268,0.8,0.9303,9.07,0,0.22,0,13.1,19.3,14,47.8,6.8,20.8,c(-79.29538, 34.707644)
