"GEOID","CountyFIPS","StateAbbr","COUNTY","E_TOTPOP","M_TOTPOP","Tract_Generation","Tract_NAMEPCAP","Tract_PLNOXAN","Tract_PLSO2AN","Tract_PLCH4AN","Tract_UNNOX","Tract_UNSO2","Tract_UNCH4","RPL_EBM","RPL_HVM","RPL_SVM","E_PM","E_OZONE","E_DSLPM","E_COAL","EP_UNINSUR","EP_AGE65","EP_ASTHMA","EP_BPHIGH","EP_CANCER","EP_MHLTH","geometry"
"37153970600","37153","NC","Richmond",4054,390,9093,4.9,NA,NA,NA,NA,NA,NA,0.4233,0.8,0.9993,8.95,0,0.25,0,12.7,15.7,12.3,43.5,7,19.3,c(-79.722852, 34.925452)
"37153970800","37153","NC","Richmond",4589,533,9431,5,NA,NA,NA,NA,NA,NA,0.7388,0.8,0.8074,8.96,0,0.16,0,9.5,22,11.1,38.8,6.7,17.1,c(-79.829444, 34.909167)
"37153971000","37153","NC","Richmond",4516,543,8792,5,NA,NA,NA,NA,NA,NA,0.224,0.8,0.9311,8.94,0,0.23,0,12.7,14.8,11.7,44,6.6,17.3,c(-79.609722, 34.965556)
"37153971100","37153","NC","Richmond",4426,429,8391465,2593.6,NA,NA,NA,NA,NA,NA,0.2331,0.8,0.878,8.97,0,0.2,0,10.3,16.9,12.1,43.7,6.9,18.8,c(-79.673277, -79.736087, -79.7406, 34.879581, 34.842311, 34.8392)
"37155960101","37155","NC","Robeson",4123,388,9295,7,NA,NA,NA,NA,NA,NA,0.5457,0.8,0.9394,9.06,0,0.22,0,14.2,11.7,11.8,36.9,5.2,20.2,c(-78.950494, -78.9088, 34.807903, 34.791)
"37155960102","37155","NC","Robeson",5099,471,26453,14.9,NA,NA,NA,NA,NA,NA,0.6526,0.8,0.9683,9.08,0,0.25,0,13.7,18.8,11.2,40.3,6.8,17.5,c(-78.970833, -78.9836, -78.981, 34.82, 34.7716, 34.7691)
"37155960202","37155","NC","Robeson",4379,507,20126,14.9,NA,NA,NA,NA,NA,NA,0.3495,0.8,0.9729,9.12,0,0.17,0,20.9,13.4,13.7,38.1,5.3,22.9,c(-79.108, -79.1194, -79.128889, 34.859, 34.83091, 34.8475)
"37155960501","37155","NC","Robeson",3517,346,8288,6.5,NA,NA,NA,NA,NA,NA,0.1859,0.8,0.8608,9.06,0,0.22,0,11.9,15.2,14.2,41,6.9,20.7,c(-79.216, 34.695)
"37155960502","37155","NC","Robeson",4683,343,6654,4.1,NA,NA,NA,NA,NA,NA,0.3256,0.4,0.8549,9.04,0,0.23,0,11.1,8.6,13.5,29.5,4.2,22.4,c(-79.185, 34.68056)
"37155960503","37155","NC","Robeson",1838,171,12455,7,NA,NA,NA,NA,NA,NA,0.3278,0.8,0.8239,9.01,0,0.21,0,10.3,20.7,13.4,39.9,7.2,18.9,c(-79.2001, -79.199375, 34.6705, 34.670842)
"37155960802","37155","NC","Robeson",1475,205,0,34.7,NA,NA,NA,NA,NA,NA,0.6582,0.8,0.9586,8.88,0,0.26,0,9.9,15.9,13.5,50.7,6.5,19.3,c(-78.9968, 34.59)
"37155961100","37155","NC","Robeson",2237,212,4196,165,NA,NA,NA,NA,NA,NA,0.4546,0.8,0.9942,8.86,0,0.25,0,26.2,9.2,13.6,42.4,5.9,23.6,c(-78.97, -78.97552, 34.6, 34.587538)
"37155961500","37155","NC","Robeson",5041,614,24484,14.2,NA,NA,NA,NA,NA,NA,0.1399,0.8,0.8214,8.75,0,0.16,0,14.2,15.4,11.4,37.6,6.4,17.7,c(-78.928657, -78.94, -78.94951, 34.635599, 34.581944, 34.58125)
"37155961601","37155","NC","Robeson",4313,441,19136,10,NA,NA,NA,NA,NA,NA,0.129,0.8,0.8305,8.76,0,0.18,0,13.3,10.5,12.3,39.7,6.2,20.1,c(-79.031836, -78.957206, 34.583119, 34.522942)
"37155961602","37155","NC","Robeson",4030,360,22390,13,NA,NA,NA,NA,NA,NA,0.1312,0.8,0.7969,8.65,0,0.15,0,12.3,17.1,11.7,42.5,7.3,17.7,c(-79.0847, -79.090206, -79.048889, -79.037483, 34.4384, 34.436698, 34.496944, 34.564307)
"37155961700","37155","NC","Robeson",5035,402,28325,21.4,NA,NA,NA,NA,NA,NA,0.0825,1,0.9024,8.8,0,0.17,0,10,18.8,12.8,48.4,7.8,18.3,c(-79.095952, -79.0975, -79.135875, -79.13, -79.152443, 34.458665, 34.476111, 34.509128, 34.52, 34.466688)
"37155961802","37155","NC","Robeson",5418,477,8406,5,NA,NA,NA,NA,NA,NA,0.3766,0.8,0.8527,8.93,0,0.21,0,14.3,16.4,13.7,42.9,6.7,20.2,c(-79.104444, 34.524444)
"37155961900","37155","NC","Robeson",4939,371,16665,10,NA,NA,NA,NA,NA,NA,0.1701,0.8,0.9633,8.85,0,0.17,0,14.9,19.7,13.2,47.9,7.3,19.8,c(-79.30219, -79.28097, 34.543889, 34.561146)
"37155962001","37155","NC","Robeson",3506,315,35687,20.3,NA,NA,NA,NA,NA,NA,0.3268,0.8,0.9303,9.07,0,0.22,0,13.1,19.3,14,47.8,6.8,20.8,c(-79.353889, -79.335278, -79.31463, -79.30235, -79.29538, 34.714167, 34.726944, 34.71472, 34.711628, 34.707644)
"37157040101","37157","NC","Rockingham",3877,359,8234,4.9,NA,NA,NA,NA,NA,NA,0.2264,0.8,0.6506,9.05,0,0.18,0,7.9,18.8,10.3,38.6,7.7,15.7,c(-79.647222, 36.390278)
"37157040102","37157","NC","Rockingham",2680,347,8988,5,NA,NA,NA,NA,NA,NA,0.2926,0.4,0.5679,9.09,0,0.19,0,12.6,15.1,9.8,39.3,7.2,14.3,c(-79.528056, 36.471667)
"37157040200","37157","NC","Rockingham",3754,353,4173444,697.9,388.897,8.765,64616.206,388.897,8.765,64616.206,0.7356,0.8,0.9499,8.98,0,0.2,0,16,17.4,10.9,41.4,7.2,17.1,c(-79.7208, 36.4862)
"37157040700","37157","NC","Rockingham",4454,367,5815,1.2,NA,NA,NA,NA,NA,NA,0.3136,0.8,0.6652,8.74,0,0.19,0,7.2,24.9,10.3,39.9,8,15.9,c(-79.952494, 36.423715)
"37157041002","37157","NC","Rockingham",5700,400,724723,977.5,184.015,2.256,18487.017,184.015,2.256,18487.017,0.1943,0.2,0.6057,9.07,0.33,0.19,0,9.2,20.4,9.4,34.5,7.6,13.8,c(-79.8297, 36.3297)
"37157041300","37157","NC","Rockingham",6150,670,17917,10,NA,NA,NA,NA,NA,NA,0.6619,0.8,0.8998,9.2,0.33,0.18,0,16.3,18.8,11.2,41.8,6.8,17.4,c(-79.5667, -79.6214, 36.2847, 36.2922)
"37157041602","37157","NC","Rockingham",4614,408,7927,5,NA,NA,NA,NA,NA,NA,0.4723,0,0.5177,9.23,0.33,0.2,0,8.6,16.4,9.6,34.6,7.1,14.2,c(-79.759203, 36.273192)
"37159050201","37159","NC","Rowan",4236,391,7778,3.8,NA,NA,NA,NA,NA,NA,0.755,0.8,0.8751,9.85,1,0.44,0,11.6,23.8,10.9,45.4,8.2,15.2,c(-80.422626, 35.632585)
"37159050700","37159","NC","Rowan",3222,137,9315,5,NA,NA,NA,NA,NA,NA,0.8219,0.8,0.8895,9.85,1,0.33,0,13.8,15.6,11.3,41.1,7.2,16.7,c(-80.407853, 35.712886)
"37159050901","37159","NC","Rowan",4706,429,4535375,697.9,132.789,9.437,70513.254,132.789,9.437,70513.254,0.5903,0.4,0.5241,9.75,0.67,0.27,0,11.2,26.6,9.7,36.6,7.8,14,c(-80.3767, 35.7133)
"37159050903","37159","NC","Rowan",5977,543,15847,9,NA,NA,NA,NA,NA,NA,0.4077,0.2,0.3363,9.74,0.67,0.25,0,4.7,16.3,9.9,34.9,7.1,14.4,c(-80.363333, -80.38589, 35.541944, 35.55543)
"37159051001","37159","NC","Rowan",7759,473,9970,5,NA,NA,NA,NA,NA,NA,0.727,0,0.6227,9.7,0.67,0.26,0,11.1,15.1,10,32.9,7,15.2,c(-80.451125, 35.525584)
"37159051101","37159","NC","Rowan",5905,597,5536,3.5,NA,NA,NA,NA,NA,NA,0.4363,0,0.3737,9.84,1,0.31,0,11.1,19.3,10.1,34.6,7.1,15.2,c(-80.474722, 35.541667)
"37159051102","37159","NC","Rowan",3452,400,3517,2,NA,NA,NA,NA,NA,NA,0.9801,0.8,0.646,9.89,1,0.44,0,6.4,18.3,10.6,37.8,7.4,16.6,c(-80.53, 35.61)
"37159051202","37159","NC","Rowan",3445,324,8592,5,NA,NA,NA,NA,NA,NA,0.8862,0.8,0.7608,9.9,1,0.34,0,13.5,16.4,10.4,37.7,7,15.7,c(-80.523611, 35.668333)
"37159051600","37159","NC","Rowan",6784,620,-46,2.2,0.037,0.004,0.165,0.037,0.004,0.165,0.4941,0.2,0.7575,9.97,1,0.35,0,14.2,18.2,10.2,36.8,7.4,15,c(-80.612301, 35.541982)
"37159051901","37159","NC","Rowan",4505,393,3999,2,NA,NA,NA,NA,NA,NA,0.6316,0.2,0.5346,9.9,1,0.3,0,7.7,16.9,9.9,36.6,7.2,15,c(-80.665833, 35.710833)
"37161960400","37161","NC","Rutherford",3685,467,5826,3,NA,NA,NA,NA,NA,NA,0.4192,0.4,0.4663,9.12,0,0.21,0,5,20,9.6,36.1,7.9,13.7,c(-81.926389, 35.316944)
"37161960700","37161","NC","Rutherford",4027,456,9028,5.9,NA,NA,NA,NA,NA,NA,0.4745,0.6,0.7631,9.27,0,0.25,0,7.1,20.9,10.2,37,7.7,14.7,c(-81.817582, -81.8344, 35.379505, 35.3619)
"37161960900","37161","NC","Rutherford",5725,816,NA,3.6,NA,NA,NA,NA,NA,NA,0.4733,1,0.9392,9.37,0.33,0.29,0,16.1,19.3,10.6,38.5,7.9,16.2,c(-81.841826, 35.308314)
"37161961102","37161","NC","Rutherford",3248,404,137265,74.8,NA,NA,NA,NA,NA,NA,0.6141,0.8,0.7596,9.55,0.33,0.21,0,9.5,20.8,10.5,37.6,7.4,17,c(-81.830556, 35.257778)
"37163970600","37163","NC","Sampson",4681,332,28541,14.9,NA,NA,NA,NA,NA,NA,0.4259,0.8,0.988,9.11,0,0.2,0,9.9,19.2,10.9,42,7.3,15.7,c(-78.329675, -78.350802, -78.350088, 35.041048, 35.015398, 35.019771)
"37165010102","37165","NC","Scotland",4861,334,8760,4.9,NA,NA,NA,NA,NA,NA,0.2123,1,0.9745,9.04,0,0.25,0,10.7,21.1,11.4,42.4,8.1,16,c(-79.5, 34.7587)
"37165010200","37165","NC","Scotland",4123,303,NA,10,NA,NA,NA,NA,NA,NA,0.5449,0.8,0.9931,9.04,0,0.21,0,11.5,16.7,13.7,48,6.2,20.3,c(-79.465814, -79.474542, 34.79217, 34.784039)
"37165010300","37165","NC","Scotland",4575,335,28885,17,NA,NA,NA,NA,NA,NA,0.58,0.8,0.98,9.06,0,0.22,0,11.8,11.3,13.1,42.3,6.4,20.6,c(-79.430243, -79.447222, -79.442969, -79.463056, 34.756481, 34.756389, 34.764403, 34.742222)
"37165010400","37165","NC","Scotland",4495,351,34068,20,NA,NA,NA,NA,NA,NA,0.601,0.8,0.8808,9.07,0,0.17,0,16.6,13.3,11.3,39.3,5.8,17.7,c(-79.340833, 34.774167)
"37167930101","37167","NC","Stanly",4744,393,9021,5,NA,NA,NA,NA,NA,NA,0.5493,0,0.6144,9.51,0.67,0.23,0,8.2,17.7,9.5,31.2,6.6,14.8,c(-80.293611, 35.468611)
"37167930200","37167","NC","Stanly",4458,367,137783.001,35,NA,NA,NA,NA,NA,NA,0.6594,0.2,0.653,9.23,0,0.2,0,6.3,20.5,9.3,36.5,7,14,c(-80.151849, -80.0753, 35.407208, 35.3944)
"37171930102","37171","NC","Surry",4559,395,6313,1.6,0,1.201,0,43.322,1.613,166.788,0.2615,0.8,0.6812,8.39,0,0.17,0,13.6,17.7,10.5,36.8,7.3,16.3,c(-80.568333, 36.438611)
"37171930202","37171","NC","Surry",3246,357,1587,1.2,NA,NA,NA,NA,NA,NA,0.5893,1,0.7364,8.35,0,0.22,0,10.3,22.2,10.7,40.5,8.3,16.6,c(-80.601111, 36.476667)
"37171930600","37171","NC","Surry",3134,349,6042,3.5,NA,NA,NA,NA,NA,NA,0.4799,0.4,0.671,8.38,0,0.25,0,8.2,22.8,9.7,37.5,8.1,14.1,c(-80.600556, 36.461111)
"37171930902","37171","NC","Surry",1675,192,6747,5,NA,NA,NA,NA,NA,NA,0.6416,0.4,0.438,8.61,0,0.27,0,10.6,27.3,9.4,37.1,8.6,12.7,c(-80.843419, 36.283819)
"37171931002","37171","NC","Surry",5025,367,6635,3,NA,NA,NA,NA,NA,NA,0.2335,0.2,0.8501,8.43,0,0.19,0,8.3,18,9.8,36.3,6.9,15.1,c(-80.737407, 36.388216)
"37173980200","37173","","Swain",0,12,1328369.999,254.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.95,0.33,NA,0,NA,NA,NA,NA,NA,NA,c(-83.805, 35.4507)
"37179020403","37179","NC","Union",4705,451,9282,5,NA,NA,NA,NA,NA,NA,0.6318,0,0.6279,9.68,0.33,0.4,0,14.5,12.2,9.7,31.9,6.2,14.5,c(-80.601944, 34.971944)
"37179020601","37179","NC","Union",4926,454,240,30,1.006,0.011,17.65,1.006,0.011,17.65,0.7645,0.8,0.9326,9.54,0.33,0.37,0,26.1,10.9,11.1,35.9,5.5,18.1,c(-80.506037, 34.985814)
"37179020602","37179","NC","Union",4996,511,54,1.8,1.435,0.139,6.329,1.435,0.139,6.329,0.4587,1,0.9703,9.47,0.33,0.37,0,24.4,18.3,10.8,40.7,7.8,16.2,c(-80.540038, 34.973274)
"37179020702","37179","NC","Union",4214,357,9018,5.3,NA,NA,NA,NA,NA,NA,0.3792,0.8,0.7701,9.34,0.33,0.21,0,14.3,17.9,10.6,37.2,6.6,16.2,c(-80.48191, 34.95233)
"37179020800","37179","NC","Union",5558,397,17112,10,NA,NA,NA,NA,NA,NA,0.6432,0.4,0.7942,9.28,0.33,0.23,0,17.8,19.6,10.3,37.4,7.4,14.8,c(-80.383611, -80.389622, 34.988889, 34.970486)
"37179021005","37179","NC","Union",4739,407,103849,54.6,NA,NA,NA,NA,NA,NA,0.161,0,0.4086,9.55,0,0.25,0,9.4,19,9.6,33.2,6.9,13.7,c(-80.625615, 34.929945)
"37181960100","37181","NC","Vance",4051,481,115111,55,NA,NA,NA,NA,NA,NA,0.177,0.6,0.8787,8.9,0,0.19,0,8.2,22.9,10.9,42.6,7.3,15,c(-78.315078, -78.328294, 36.475369, 36.395286)
"37181960200","37181","NC","Vance",4015,439,8728,5,NA,NA,NA,NA,NA,NA,0.0441,0.8,0.7516,8.87,0,0.15,0,5.3,22.4,11.5,43.4,7,15.9,c(-78.459722, 36.414722)
"37181960300","37181","NC","Vance",5127,530,18726,10,NA,NA,NA,NA,NA,NA,0.341,0.6,0.8165,9.11,0,0.2,0,7.1,23.7,10.9,38.6,7.1,15.4,c(-78.449024, -78.415278, 36.391194, 36.371111)
"37181960600","37181","NC","Vance",1545,172,8848,5,NA,NA,NA,NA,NA,NA,0.4918,0.8,0.9715,9.06,0,0.27,0,14.7,8.6,12.8,42.1,5.8,19.4,c(-78.376344, 36.352489)
"37181961000","37181","NC","Vance",5738,522,18474,10,NA,NA,NA,NA,NA,NA,0.3998,0.8,0.8796,9.27,0,0.19,0,7.2,17.4,11.4,39.1,6,17.3,c(-78.367806, -78.411966, 36.265611, 36.258478)
"37183051102","37183","NC","Wake",4977,448,80444,11.2,129.671,1.328,1841.084,175.9,1.801,2497.456,0.6928,0.4,0.614,10.17,0,0.58,0,1.5,1.1,11.4,15.4,1.3,24.3,c(-78.674704, 35.784027)
"37183051700","37183","NC","Wake",3360,249,0,1,NA,NA,NA,NA,NA,NA,0.699,0.2,0.0014,10.2,0,0.56,0,1.1,17.9,7.6,27.9,8.2,8.3,c(-78.6689, 35.837841)
"37183052807","37183","NC","Wake",6558,604,1400,1.1,NA,NA,NA,NA,NA,NA,0.3764,0,0.6477,9.88,0,0.32,0,11.5,8.8,9.4,31.8,5.7,12.7,c(-78.498889, 35.714444)
"37183052809","37183","NC","Wake",3068,254,4115,2.5,NA,NA,NA,NA,NA,NA,0.4053,0,0.6333,9.82,0,0.34,0,15.4,12.6,9.7,34.1,6.2,14.3,c(-78.526111, 35.674444)
"37183053109","37183","NC","Wake",9478,754,NA,5,NA,NA,NA,NA,NA,NA,0.2203,0,0.2342,9.82,0,0.27,0,6.6,12.2,8.6,28.6,6.4,11.6,c(-78.710261, 35.564354)
"37183053521","37183","NC","Wake",3694,275,1820,2,NA,NA,NA,NA,NA,NA,0.3933,0,0.1042,10.23,0,0.49,0,2.7,14.4,7.6,29.4,7,9.2,c(-78.7503, 35.8136)
"37185950101","37185","NC","Warren",2145,243,41463,20,NA,NA,NA,NA,NA,NA,0.0944,0.6,0.4718,8.63,0,0.16,0,7.2,40.6,9.3,47.2,10.2,11.8,c(-78.033704, 36.515544)
"37185950102","37185","NC","Warren",1265,203,8752,5,NA,NA,NA,NA,NA,NA,0.0533,0.6,0.5569,8.62,0,0.16,0,11.1,35,9.8,44.3,9.5,12.4,c(-77.9703, 36.432)
"37185950300","37185","NC","Warren",4239,425,37962,21.9,NA,NA,NA,NA,NA,NA,0.1485,1,0.988,8.79,0,0.17,0,20.8,21.6,12.3,52.6,8.1,17.3,c(-78.141105, -78.132311, -78.1526, -78.178, -78.171111, 36.404382, 36.421617, 36.4338, 36.412, 36.415)
"37187950100","37187","NC","Washington",4529,434,235795,94,NA,NA,NA,NA,NA,NA,0.1067,1,0.865,7.43,0,0.13,0,11.3,24.8,11.6,47.5,7.8,16.4,c(-76.379444, -76.620452, 35.898889, 35.928188)
"37191000102","37191","NC","Wayne",6617,436,9287,4.9,NA,NA,NA,NA,NA,NA,0.6323,0,0.3781,9.39,0,0.21,0,6.1,17.2,8.9,30.5,6.2,12.8,c(-77.99, 35.433889)
"37191000200","37191","NC","Wayne",3049,301,9099,5,NA,NA,NA,NA,NA,NA,0.2072,0.4,0.786,9.24,0,0.17,0,17,17.6,10.1,41,7.4,14.8,c(-77.969167, 35.531944)
"37191000302","37191","NC","Wayne",5780,422,8457,5,NA,NA,NA,NA,NA,NA,0.244,0.4,0.7589,9.19,0,0.17,0,11.9,16.5,10.2,38.3,6.6,15,c(-77.919201, 35.416191)
"37191000303","37191","NC","Wayne",6812,634,13045,7,NA,NA,NA,NA,NA,NA,0.2338,0.2,0.579,9.25,0,0.17,0,10.8,13.1,10.1,34.2,6.2,15.6,c(-77.85, -77.833611, 35.441667, 35.437222)
"37191000304","37191","NC","Wayne",5290,509,25132,12.4,NA,NA,NA,NA,NA,NA,0.5709,0.6,0.7819,9.31,0,0.18,0,14.6,13.9,10.2,36.5,6.9,16,c(-77.973754, -77.979166, -77.969554, 35.436844, 35.478155, 35.504069)
"37191000401","37191","NC","Wayne",6233,567,34437,20,NA,NA,NA,NA,NA,NA,0.3202,0.4,0.5336,9.08,0,0.16,0,7.1,18.2,9.6,38.4,7.2,14,c(-77.8861, -77.871225, -77.828889, -77.829167, 35.36118, 35.324377, 35.305747, 35.305833)
"37191000800","37191","NC","Wayne",2669,224,31258,16.9,NA,NA,NA,NA,NA,NA,0.5781,0.8,0.7548,9.21,0.33,0.18,0,14.1,21.9,10.5,37.8,7.3,16.1,c(-78.081667, -78.098, -78.096944, -78.08459, 35.201944, 35.18, 35.181111, 35.184704)
"37191000901","37191","NC","Wayne",5335,465,5758689.999,2052.7,NA,NA,NA,NA,NA,NA,0.3251,0.8,0.8004,9.38,0.33,0.19,0,16.8,14.1,10.5,37.8,6.6,16.5,c(-78.07948, -78.089444, 35.31556, 35.373611)
"37191000902","37191","NC","Wayne",5042,677,31969,17.1,NA,NA,NA,NA,NA,NA,0.7057,0.8,0.9397,9.28,0.33,0.19,0,17,21.6,10.9,40.2,6.9,17.4,c(-78.0703, -78.081389, -78.069722, -78.100833, 35.2889, 35.264418, 35.218056, 35.211944)
"37191001000","37191","NC","Wayne",4386,381,8986,5,NA,NA,NA,NA,NA,NA,0.174,0.2,0.629,9.31,0.33,0.16,0,17.9,15.4,9.5,36.9,7.4,14.8,c(-78.154167, 35.313889)
"37191001200","37191","NC","Wayne",3704,413,8752,5,NA,NA,NA,NA,NA,NA,0.4443,0.6,0.8816,9.38,0,0.28,0,10.3,24.1,10,46,9.2,13.5,c(-77.985556, 35.418889)
"37195000802","37195","NC","Wilson",3809,429,39910,26.2,NA,NA,NA,NA,NA,NA,0.8394,0.8,0.9909,9.24,0,0.25,0,24.4,14.5,13.1,46.4,6.2,20.1,c(-77.9, -77.87, -77.91919, 35.7, 35.68, 35.694344)
"37195001200","37195","NC","Wilson",3473,400,16014,10,NA,NA,NA,NA,NA,NA,0.3088,0.8,0.7847,9.1,0,0.19,0,8.9,17.2,10.9,40.4,6.8,16.3,c(-77.83, 35.75)
"37195001700","37195","NC","Wilson",3956,312,24562,15,NA,NA,NA,NA,NA,NA,0.277,0.8,0.8369,9.34,0,0.23,0,16,17.8,10.9,37.6,6.9,17.4,c(-78, -78.016, 35.7, 35.683)
"37197050101","37197","NC","Yadkin",6217,429,6612,4.9,NA,NA,NA,NA,NA,NA,0.2228,0.4,0.5799,8.89,0.33,0.16,0,7.3,14.9,10,36.1,7.3,15.8,c(-80.552473, 36.21669)
"37197050200","37197","NC","Yadkin",4320,263,5863,3,NA,NA,NA,NA,NA,NA,0.3879,0.8,0.7262,8.8,0,0.16,0,10.8,22.7,10.2,36.8,7.9,15.7,c(-80.697222, 36.199167)
"37197050300","37197","NC","Yadkin",6104,431,6018,3,NA,NA,NA,NA,NA,NA,0.2708,1,0.7227,8.8,0,0.29,0,11.6,20.4,10.6,40.2,8.1,16.8,c(-80.806725, 36.197067)
