"FIPS_Code","Unemployment_rate_2000","Unemployment_rate_2001","Unemployment_rate_2002","Unemployment_rate_2003","Unemployment_rate_2004","Unemployment_rate_2005","Unemployment_rate_2006","Unemployment_rate_2007","Unemployment_rate_2008","Unemployment_rate_2009","Unemployment_rate_2010","Unemployment_rate_2011","Unemployment_rate_2012","Unemployment_rate_2013","Unemployment_rate_2014","Unemployment_rate_2015","Unemployment_rate_2016","Unemployment_rate_2017","Unemployment_rate_2018","Unemployment_rate_2019","Unemployment_rate_2020","Unemployment_rate_2021","Unemployment_rate_2022"
48367,3.6,3.9,5.3,5.6,5.2,4.8,4.6,4.1,4.4,7.6,7.6,7.1,5.9,5.6,4.6,4.2,4.1,3.5,3.1,2.9,5.8,4.5,3.3
48369,3.4,3.6,4,4.1,4.5,4,3.9,3.2,3.4,4.4,4.4,4.6,4.1,3.9,3.1,2.4,2.5,2.5,2.4,2.2,2.6,2.9,2.4
48371,5.1,5.1,6.3,6.2,6,5.2,4.7,4.3,4.5,8.6,7.3,6.2,5.1,5.5,4.2,5.2,5.9,4.7,3.7,3.3,8.3,6.9,4
48373,5.9,6.2,7.8,8.2,7.2,6.9,6.1,5.9,6.2,9,9.8,9.7,8,7.8,6.5,6.1,6.3,6.1,5.1,4.8,8.8,7.9,5.5
48375,5.4,5.4,6.3,6.7,5.5,4.6,4.3,3.9,4,6,6.3,6.1,5.3,5.1,4,3.4,3.4,3.2,2.9,2.7,5.5,4.3,3.2
48377,16.8,15.4,15.7,15.7,14.3,11.1,10.7,9.1,10.5,16.1,18.5,15.6,13.2,13,11.8,10.7,10.7,9.5,7,6.4,14.9,10.2,6.2
48379,4,5,6.7,7.5,6.3,5.4,4.9,4.3,5.1,8,8.8,8.5,6.9,6.2,5,4.6,4,3.6,3.5,3,4.7,3.9,3.4
48381,2.5,2.6,3,3.2,3.2,3.5,3.3,3,3.1,4.6,5.2,5.1,4.4,4.3,3.5,2.9,3,2.8,2.6,2.4,4.5,3.6,2.8
48383,3.5,3.3,4.2,4,3.2,2.5,2.5,2.1,2.1,6,5.6,4.5,3.4,4,3.2,4.6,6.2,3.9,2.5,2.6,9.8,7.3,3.5
48385,4.5,5.6,6.7,6.4,5.3,5.1,5,3.9,3.8,5.5,9.1,10.1,9.3,8.1,6.3,5.2,5.7,5.7,5,3.9,6.6,6,4.6
48387,4.9,8.2,7.9,7.4,6.7,6.2,5.6,5,6.5,9.1,11.6,12.5,10.6,10.1,7.9,6.4,5.8,5.3,5.4,4.6,6.4,5.9,5.1
48389,8.9,7.3,14,11.4,8.6,7.5,6.2,5.3,5.8,11.4,8.9,8.2,6.7,5.8,4.1,4.8,5.3,3.6,2.1,1.8,7.2,5.8,3.4
48391,4.3,4.5,5.1,4.8,5.4,5,4.6,3.8,3.9,6.4,8.8,7.8,6,5.4,4.3,5.4,6.6,5.6,4.6,3.7,8.3,6.6,4.7
48393,2.5,2.5,3.3,3.7,3.9,3.3,3.1,2.3,2.5,4.8,5.4,5,4.9,4.5,3.8,3.9,4.5,3.9,2.8,2.9,4.5,4.2,3.8
48395,4.7,4.9,5.6,6.2,5.4,5,4.9,5.1,5,7.8,9.3,9.5,8,7.1,5.4,4.8,5.1,4.8,4.2,3.6,6.4,5.2,3.8
48397,3,4.1,5.6,5.9,5.3,4.8,4.5,4,4.5,7.1,7.4,7.3,6.1,5.8,4.6,3.8,3.5,3.4,3.3,3.1,5.9,4.4,3.3
48399,4.8,4.5,4.9,5.6,5,5.2,5.4,4.4,4.8,7.5,8.4,7.6,5.5,5.3,4.3,3.7,4,3.7,3.2,2.8,4.9,4.1,3.3
48401,5,5.1,6.5,6.8,5.7,5.3,4.7,4.2,4.3,7.7,7.9,7.3,6.2,6.3,5,4.8,5.8,5.1,4.1,3.6,7.4,6,4.2
48403,8.5,10.4,12.8,13.1,11.3,10,8.8,8.2,9,14.9,16.4,16.2,14.4,13,10.7,9.4,9.4,8.7,8,6.6,10.9,9.4,7
48405,5.3,5.6,7.1,7,7.1,7.1,6.4,5.5,6.2,10,13.1,14.6,12,11.7,9.7,9.1,8.9,7.5,6.5,4.8,9.6,8.1,5.8
48407,4.7,5,6.3,6.9,6.5,6.3,5.9,5.2,5.8,9.3,10,10,8.2,7.6,5.8,5.6,6.3,5.8,5,4.6,8.1,7.3,4.8
48409,6,6,6.8,7.2,7.7,6.9,5.5,4.9,5.3,8.5,10.6,10,7.5,7.2,6.3,6.6,7.5,7.7,6.4,5.5,10.2,8.7,6
48411,4.3,4.4,4.9,5.3,5.3,5,5,4.7,5.5,7.1,6.2,6.2,6.2,5.8,4.2,3.7,3.4,3.3,3.1,2.9,5.2,4.7,3.5
48413,3.8,3.2,4.8,4.2,3.8,4,3.8,3.5,3.3,9.3,7.7,5.9,4,3.6,3,5.3,5.2,3.8,2.9,2.8,6.9,5.5,3.5
48415,4.9,5.3,6.2,6,5.4,5,4.8,3.8,4,6.7,6.8,5.9,4.4,4.2,3.4,4.2,5.9,4.4,3.4,3.2,8.3,6.6,4.1
48417,3.5,3.2,4.1,3.9,3.2,3,3.1,2.6,2.6,4,5.6,4.9,3.5,3.3,2.8,2.9,3.8,3,2.3,2.2,5.3,4,2.7
48419,5.3,5.5,6.8,7,6.2,5.9,5,4.3,4.8,7.2,8.5,8.8,7.2,7.5,5.9,5.3,6,5.2,4.3,3.9,6.8,5.4,4.2
48421,2.8,2.8,3.4,3.6,3.6,4.3,4,3.5,3.8,4.4,4.6,4.7,4.1,4.1,3.2,2.7,3,3.1,2.7,2.4,3.1,3.1,2.8
48423,4.5,4.9,5.6,6,5.3,5.1,4.7,4.2,4.9,7.5,8,8,7,6.6,5.3,4.5,4.5,4.1,3.7,3.3,6.8,5.2,3.7
48425,4.2,4.4,5.6,6.4,5.5,5.5,4.9,4.5,4.5,7.1,8,8.1,6.6,6.1,5.2,5.1,4.8,4.6,4.2,3.6,6.6,5.2,3.8
48427,16.9,15.8,16.6,16,14.5,13.2,11.8,10.8,11.4,16.4,17.4,16.7,14.4,15.1,13.8,13.6,13.4,11.9,10.2,9.9,17.5,15.6,11
48429,4.3,4.1,6.4,7.3,5.1,4.6,4.1,3.6,3.7,6.7,7.5,8.1,5.9,5.2,4.4,4.2,5.3,4.6,3.6,3,6.1,4.9,3.7
48431,3.3,3.6,3.8,3.4,3.3,2.9,3.1,2.9,2.9,4.2,4.9,5,3.5,3.9,3,3.5,3.9,3.7,3.5,3.2,6.5,5.1,4
48433,4.4,4.3,4.2,4.4,4.5,3.5,3.4,3.2,3.4,4.2,5.8,5.6,4.3,4.8,3.9,4.4,4.4,3.6,3.4,2.9,5.1,4.2,3
48435,3.9,3.3,3.8,3.4,2.9,2.8,2.7,2.2,2,7.1,9.8,7.1,4.8,4.6,3.6,6.1,8,5.1,3.9,3.8,9.9,8.1,5.7
48437,4.1,4.2,4.8,5.2,5.5,4.8,4.5,4.3,4.5,5.7,6.6,7,5.9,8.5,6.2,4.8,4.3,4.1,4.3,3.7,5.2,5,4
48439,3.6,4.4,6,6.3,5.6,5.2,4.8,4.3,4.8,7.7,8.2,7.8,6.5,6.1,5.1,4.2,4,3.8,3.5,3.3,7.4,5.3,3.6
48441,4.1,4.4,4.9,5.2,4.6,4.1,3.9,3.5,3.7,5.6,6.8,6.8,5.6,5.3,4.3,3.7,3.7,3.6,3.2,2.9,5.5,4.4,3.3
48443,3.9,5.1,5.9,7.2,6,7,5.7,5,6.6,9.1,6.8,6.4,4.6,5,4.6,4.8,4.2,4.6,3.5,3.5,4.5,3.6,3.4
48445,5,5.4,5.8,6.6,6.3,5.7,5.2,4.6,4.2,6.8,7.5,7.3,6.5,6,4.4,4.7,4.8,5.1,4.1,3.7,7.3,6,4.1
48447,3.5,3.1,4.2,4.6,3.9,3.5,3.5,3.8,3.5,4.8,6,7.2,5.3,5,4,3.2,3.5,4.4,3.3,3.7,4.9,2.9,3.1
48449,4.5,4.5,5.5,5.7,5,4.8,4.4,3.8,4.3,7.2,8.6,8.5,7.5,7.5,6.4,5.8,6.2,5.4,5.1,4.1,6.7,5.4,4.3
48451,4,3.9,4.8,5.1,4.7,4.4,4.2,3.7,4.1,6.3,6.6,6.5,5.3,5.2,4.1,4.1,4.5,3.7,3.2,3,6.4,4.9,3.4
48453,3.1,4.4,5.9,6,5.2,4.5,4.1,3.7,4.2,6.7,6.8,6.6,5.5,5.1,4.1,3.3,3.2,3.1,2.9,2.6,6.4,4.1,2.8
48455,5.4,5.9,7,7.2,7,6.4,5.9,4.8,5.5,8.4,9.6,9.9,8.2,7.5,6.1,5.9,6.1,5.6,5.2,4.8,8.1,7.3,5.2
48457,6.8,7.3,9.1,9.4,8.1,7.4,6.4,5.5,6,9.7,11.8,12.4,10.6,10.3,8.1,7.1,7.3,7.4,6.7,5.7,9.9,8.5,6
48459,4.9,5.2,6.3,6.5,5.7,5,4.7,4,4.2,7.5,8.8,8.2,6.7,6.4,5.2,5.3,6.4,5.3,4.2,3.7,7.7,6.2,4.3
48461,4.9,4.1,5.5,5.4,4.7,3.9,3.8,3.1,3.1,5.4,6.2,5.5,4,4.2,3.3,3.9,5.3,3.8,3.4,3,5.7,5.2,2.7
48463,5.8,6.5,7.4,7.7,7.1,6.1,6,5.3,5.7,7.9,9,9.2,7.9,7.1,5.8,5.1,5.3,4.7,4.3,3.8,6.4,5.5,4.4
48465,6.4,6.3,7.1,7.9,7.1,6.6,6.1,5.5,5.8,9.2,9.3,9.3,7.6,7.5,5.8,6,6.3,5.1,3.9,3.3,8.4,5.9,4.5
48467,4,4.5,5.8,6.1,5.5,5.1,4.6,3.9,4.4,6.9,8.4,8.2,6.9,6.6,5.4,4.5,4.3,3.8,3.5,3.3,6.2,4.8,3.5
48469,3.8,4.3,5.6,5.8,5.3,4.6,4.1,3.5,3.8,6.9,7.7,7,5.6,5.4,4.2,4.2,5.4,4.9,3.9,3.5,8.3,6.3,4.2
48471,4.7,5.3,5.8,6.6,6,5.7,5.4,4.8,5.2,7,7.8,8.1,6.9,6.7,5.5,5.1,5.3,4.7,4.2,3.9,7.2,6.3,4.7
48473,4.5,4.5,5.9,6.6,6.3,5.6,5.4,4.6,5,8.2,8.7,8.5,7,6.5,5.2,4.8,5.6,4.9,4.3,3.8,7.6,6.3,4.3
48475,6.3,5.7,7.6,7.5,6.5,5.5,4.7,3.7,3.9,8.7,8.5,6.7,4.8,4.7,3.6,4.3,5.7,4.1,2.6,2.4,9.5,6.9,3.7
48477,3.8,3.6,4.5,5.3,5.1,4.6,4.3,3.7,4,6,7.2,6.8,5.6,5.5,4.7,4.8,5.1,4.3,3.7,3.4,5.7,5.3,4
48479,6.2,6.5,7.2,7.4,6.7,6.1,5.5,4.8,5.4,8.5,8.3,7.7,6.4,6.2,5.2,4.8,4.9,4.2,3.8,3.7,8.5,6.3,4.1
48481,4.4,4.6,5.8,6.2,5.7,5.1,4.8,4.2,4.4,7,8.7,8.5,6.7,6,4.7,4.4,5,4.5,3.7,3.4,6.8,5.7,3.8
48483,4,3.9,4.6,4.2,3.8,4,3.4,2.6,2.4,5.6,6.1,5.1,4.3,4.3,3.6,3.9,4.8,4,3.2,3,6.1,6.2,3.9
48485,4.7,4.5,5.9,6,5.2,4.8,4.4,4.3,4.9,7.5,7.8,7.1,6,5.9,4.9,4.3,4.4,3.7,3.4,3.2,6.7,5.3,3.9
48487,3.8,3.7,4.6,5,4.4,3.9,3.6,3.4,3.6,4.7,7.9,7.5,6,5.8,5,4.9,4.7,4.7,4.2,3.6,5.9,6.6,4.9
48489,10,10.9,12.6,11.9,11.3,9.6,9.2,8.2,8.9,11.9,14.5,16.9,15.7,15.9,12.5,13.1,12.3,11.1,9.9,8.3,12,10.1,8.2
48491,2.8,4.1,5.6,5.7,4.7,4.6,4.3,3.8,4.5,7.3,7.3,7,5.8,5.3,4.4,3.5,3.4,3.3,3.1,2.8,5.8,4,2.9
48493,3.7,4.2,5.2,5.7,5.1,4.8,4.5,4.1,4.6,6.5,6.9,6.7,5.5,5.3,4.2,3.8,3.9,3.5,3.1,2.8,5.7,4.4,3.3
48495,5.8,5.6,8.7,7.4,6.1,4.8,4,3.2,3.8,9.3,9.3,7.4,5.6,5.3,4.4,5.7,7.7,5.2,2.9,2.9,9.5,7.5,3.9
48497,3.5,4.1,5.4,5.8,5.2,4.8,4.4,4.2,4.4,8.7,8.7,7.8,6.4,6,4.9,4.7,4.7,4,3.5,3.2,6.6,4.9,3.5
48499,5.1,5.5,6.4,6.7,6.1,5.6,5.2,4.6,5.1,8,9.1,8.9,7.8,7.3,6,5.3,5.3,4.7,4.3,3.9,6.6,5.7,4.5
48501,5.4,4.3,5.4,5.5,5.1,4.7,4,3.3,3.1,7.6,7,5.4,4,3.9,3.1,3.8,4.8,3.6,2.9,2.9,12,7.6,4
48503,5.1,4.9,5.8,6,5.2,4.3,3.9,3.3,3.5,6.4,7.7,7.4,5.7,5.2,4.1,4.3,4.4,3.8,3.3,3,5.3,4.6,3.4
48505,8.1,7.3,8.7,8.8,7.3,6.7,6.2,5.4,5.5,10.8,10.4,8.4,6.3,6.3,5.3,7.7,10.8,7.5,5.6,5,12.3,11.7,6.9
48507,12.6,13.3,14.4,13.9,12.5,11.7,11.9,10.7,10.7,14.4,13.9,14.5,13.4,14.6,12.3,11.3,13.9,11.3,9.7,8.4,14.3,12.4,8.6
49000,3.3,4.4,5.7,5.6,5,4,2.8,2.6,3.3,7.3,7.9,7.1,4.8,4.2,3.6,3.5,3.3,3.1,2.9,2.5,4.8,2.7,2.3
49001,3.4,3.8,4.5,5.2,4.5,4.1,2.9,2.5,3.2,6.1,10.1,8.4,5.4,4.3,3.8,3.7,4.8,3.9,3.3,2.9,4.1,2.9,2.7
49003,3.7,4.6,5.5,5.4,5.1,4.3,3.1,2.7,3.8,8,8.6,7.8,5.1,4.3,3.7,3.6,3.4,3.2,2.8,2.6,4.5,2.5,2.3
49005,2.8,3.4,4.1,3.9,3.7,3.2,2.2,2,2.6,5.4,6.2,5.5,4,3.6,3.1,3,3,2.7,2.5,2.1,3,2,2
49007,5.6,6.3,6.9,7.6,6.6,4.8,3.3,3.6,4,7.8,8.7,7.9,6.2,5.8,4.9,5.6,5.8,4.9,4.2,3.6,5.4,3.9,3.5
49009,3.9,4.7,4.7,5.2,5.4,5.1,4.7,3.6,3.7,5.8,7.3,6.4,4.4,4.5,4,4.5,5,4.9,4.2,3.8,4.6,3.6,4.5
49011,3.1,4,4.9,5,4.7,3.9,2.8,2.5,3.2,6.5,7.1,6.3,4.3,3.9,3.4,3.3,3.1,3,2.7,2.4,4.2,2.5,2.2
49013,4.9,5.2,6.6,6.6,5.6,4.3,2.7,2.2,2.5,8.5,9.6,6.9,4.1,3.9,3.5,7.4,8.6,5.5,4.3,3.8,8,4.8,3.2
49015,4.8,6.6,7,7.9,6.9,5.1,3.4,3.3,3.5,7,7.4,7.7,6.3,5.6,5.1,5.9,6.1,4.9,4.5,3.9,4.8,3.9,3.3
49017,6.8,7.9,9.2,8.8,7.9,7.1,4.8,4.6,5.7,10.3,10.4,11.1,8.4,8.5,8.4,8.7,8.1,7.3,7.3,6,10.4,6.4,5.9
49019,6.6,6.9,7.4,7.4,7.4,6.3,4.7,4.6,5.5,9.7,10.7,10.1,7.5,7.1,6.1,6,5.7,5.2,4.5,3.8,9.6,4.4,3.2
49021,3.2,4.5,5.2,5.2,4.6,3.9,2.8,2.9,4.1,8.7,9.7,8.6,6,5.1,4.3,4.4,4.2,4,3.3,2.9,4.6,2.9,2.4
49023,3.5,4.9,7.3,7,6.4,4.8,3.6,3.1,5.1,9.9,9.3,8.6,5.4,4.6,3.9,3.9,3.5,3.3,2.8,2.4,3.1,2,2
49025,3.8,4.2,5.2,5.5,5.6,4.9,3.5,3.2,3.9,7.5,8.1,7.8,5.9,4.9,4.6,4.3,3.7,3.3,3,2.8,5.4,2.9,2.5
49027,3.4,4.1,4.5,4.9,4.8,4,2.8,2.5,3.1,5.5,6.3,5.6,4.1,3.8,3.3,3.4,3.2,3.2,3.1,2.6,3.3,2.4,2.3
49029,3.4,3.8,5.2,5.1,4.8,4.1,2.9,2.6,3.1,6.2,7,6,4.3,3.7,3.2,3.1,2.9,2.8,2.6,2.4,3.4,2.2,2
49031,4.5,5.7,6.2,5.4,4.4,4,2.9,2.2,2.7,6.5,10,10.4,7.5,7.1,6.8,6.3,5.7,4.7,5,4.5,6.2,4.3,4.1
49033,3,3.2,3.9,3.9,3.4,3.2,2.2,2,2.5,5,7.4,7.6,4.7,4.2,3.7,3.6,3.1,3.1,3,3,3.5,2.3,2.5
49035,3.1,4.3,5.8,5.7,5,4,2.8,2.5,3.2,7,7.8,6.9,4.6,4,3.5,3.3,3.1,3,2.8,2.4,5.2,2.8,2.3
49037,8,8.3,8.4,9,9.2,7.8,5.9,5.2,5.9,11.7,11.1,10.4,7.8,7.3,7.4,7.7,7.8,6.8,5.9,4.9,10.5,6.2,4.4
49039,4.4,5.3,6.4,6.7,6.3,5.3,3.6,3.1,3.9,8.3,9.1,8.2,5.7,5.2,4.3,4.1,3.9,3.8,3.5,3.1,3.8,2.9,2.7
49041,3.9,4.6,5.6,5.7,5.2,4.4,3.1,2.7,3.8,7.8,8.4,7.7,5.4,5,4.3,4.4,4.3,3.7,3.3,3,4.3,3.3,2.8
49043,3.5,4.6,6.4,6.1,5.2,3.9,2.8,2.5,3.1,6.9,7.5,6.4,4.4,3.8,3.3,3.2,3,3,2.8,2.4,7.4,2.9,2.1
49045,3.7,4.7,6.2,6.2,5.5,4.3,3.1,2.8,3.6,7.8,8.5,7.5,5.3,5,4.6,4.1,3.7,3.5,3.2,2.8,4.8,2.9,2.5
49047,4.2,4.4,5.9,5.7,5.1,3.7,2.3,2.1,2.1,8.3,8.6,6.3,3.9,4,3.4,6.7,9.1,5.9,4.4,4.1,9.5,5.5,3.6
49049,2.9,4.1,5.7,5.2,4.8,3.9,2.7,2.4,3.3,7,7.5,6.6,4.4,3.9,3.3,3.2,3,2.8,2.7,2.3,3.9,2.4,2.1
49051,3.5,4.5,6.2,6,5.4,4.1,3,2.5,3.4,8.3,8.5,7.3,5.1,4.3,3.6,3.4,3.3,3.2,3,2.7,6.6,2.9,2.3
49053,3.5,4.1,5.1,5.3,4.9,4,2.9,2.7,4.4,9.7,10.6,9.3,6.1,5.1,4.2,4,3.6,3.4,3.2,2.9,5.5,3,2.5
49055,4.5,5.1,6.3,6.8,6.6,5.4,4.2,4.1,5.1,8.1,8.7,10.4,9.5,10.1,9,8.9,7.5,7.1,5.7,5.3,7.7,4.8,4.4
49057,4.2,5.1,6.1,6.3,5.5,4.5,3.2,3,3.9,8.3,8.9,8.2,5.6,5,4.2,4,3.7,3.5,3.3,2.9,4.9,2.9,2.5
50000,2.8,3.3,3.8,4.4,3.7,3.5,3.7,3.9,4.5,6.2,6.3,5.6,4.8,4.4,4,3.5,3.1,3,2.5,2.1,5.7,3.7,2.6
50001,2.6,3.1,3.4,4,3.5,3.2,3.3,3.8,4.3,5.7,6,5,4.4,4.1,3.8,3.4,2.9,2.8,2.4,2.1,4.6,3,2.4
50003,3,3.8,4.5,4.8,4,3.6,3.7,4,4.7,7.2,7.2,6.5,5.7,5.2,4.7,4.2,3.6,3.6,2.9,2.6,6.6,4.7,3.2
50005,3.4,3.9,4.7,5.1,4.2,3.8,4.1,4.4,5,7.3,7,6.4,6.1,5.3,4.9,4.6,4,3.7,3.1,2.6,6,4,3.1
50007,2.3,2.8,3.4,3.9,3.2,3.1,3.3,3.3,3.9,5.3,5,4.3,3.7,3.4,3.1,2.7,2.4,2.3,1.9,1.6,4.8,3.1,2.1
50009,4,4.2,5.3,5,4,3.7,3.9,5.2,6,8.4,10.3,8.5,7.8,6.7,6,5.7,4.8,4.6,3.4,2.9,7.7,5.2,4
50011,3,3.6,4.1,4.8,4,3.8,4.2,4.2,4.8,6.1,5.9,5.2,4.4,4.2,4,3.5,3,3,2.3,2.1,5.2,3.7,2.6
50013,3.9,4.1,4.7,5.6,4.7,5,5.2,5.3,5.8,7.3,7.2,6.4,5.3,4.5,4.5,3.9,3.6,3.5,3,2.5,5.9,4.2,3.3
50015,3.2,3.6,4,4.9,4.1,3.9,4.2,4.7,5.3,7.1,7.9,7,6.2,5.7,5.2,4.6,4.1,4,3.3,2.8,7.8,4.3,3.4
50017,2.5,2.8,3.6,3.9,3.4,3.2,3.4,3.7,4.3,5.8,6.1,5.4,4.6,4.1,3.9,3.4,3,3.1,2.5,2.1,5.3,3.5,2.6
50019,4.4,5.1,5.9,6.3,5.1,5,5.4,6,6.7,8.6,9.2,8.5,7.5,6.8,6.3,5.5,5.1,5.1,4.2,3.8,7.7,5,4.4
50021,3.2,3.5,3.9,4.8,4.1,3.6,4,4.3,5.3,7.5,7.7,6.9,6.1,5.3,4.8,4.2,3.6,3.5,2.9,2.4,6.8,4.5,3.3
50023,2.7,3.3,4,4.4,3.8,3.5,3.8,4,4.6,5.9,6.1,5.3,4.6,4.3,3.9,3.4,3.1,2.9,2.4,2,4.9,3.3,2.4
50025,2.8,3.2,3.2,3.9,3.5,3.3,3.8,4,4.4,5.9,6.4,5.7,5,4.7,4.1,3.5,3.2,3.1,2.6,2.3,6.8,4.8,2.9
50027,2.5,2.9,3.4,3.8,3.2,3,3,3.3,3.7,5.4,6.3,5.5,4.5,4.2,3.7,3.2,2.8,2.6,2.2,1.9,6,3.6,2.2
51000,2.3,3.3,4.4,4.3,4.1,3.8,3.3,3.3,4.3,6.8,7.3,6.6,5.9,5.6,5.1,4.4,4,3.7,3,2.8,6.5,3.9,2.9
51001,3,3.4,4.3,4.6,5.1,5,4.6,4.4,5.4,6.6,8.1,8.4,7.7,7,6.6,5.4,4.8,4.5,3.8,3.5,6.7,4.3,3.3
51003,1.7,2.2,3.3,3.6,3.4,3.1,2.6,2.4,3.2,5.2,6.1,5.6,5.1,4.7,4.4,3.8,3.5,3.3,2.7,2.5,5.6,3.3,2.7
51005,3,4.3,5.5,4.9,5.1,5.1,5.2,4.7,5.8,9.3,8.8,7.8,6.9,6.4,5.8,5,5,4.5,3.7,3.4,6.8,4.1,3.3
51007,2,2.6,4,4.1,3.9,3.7,3.3,3,4.8,7.9,8.7,7.5,6.4,5.8,5.2,4.4,4.2,3.9,3.3,3.1,6,3.6,2.9
51009,2.1,3.7,5.7,5.2,5,4.4,3.5,3.8,4.4,7.9,8.2,7.2,6.6,6,5.3,4.7,4.3,4,3.3,3.2,5.8,3.7,3.1
51011,2.5,4.4,5.9,5.9,5,5.1,4,4.2,4.8,8.1,8.8,7.9,7.3,6.3,5.6,4.8,4.6,4.3,3.7,3.4,6,3.9,3.2
51013,1.6,2.5,3.1,2.8,2.7,2.5,2.1,2.1,2.7,4.4,4.2,3.7,3.4,3.4,3.2,2.8,2.6,2.5,2,1.9,4.6,3,2.1
51015,1.9,2.8,3.6,3.6,3.4,3.3,2.9,2.8,3.9,6.6,7.3,6.3,5.7,5.1,4.6,4,3.6,3.4,2.7,2.4,4.8,3.1,2.6
51017,2.7,3.8,4.6,4.8,3.9,3.9,3.6,3.4,4.4,6.4,7.7,6.3,5.7,5.2,4.4,4,3.6,3,2.5,2.4,10.3,4.4,2.5
51019,2,3.4,4.8,4.4,4.2,3.8,3.2,3.2,4,7,7.2,6.5,5.8,5.6,5,4.4,4,3.8,3.1,2.8,5.3,3.4,2.9
51021,5.2,5.8,5.5,5.3,5,4.3,4.1,4.1,5.1,7.6,8.8,7.4,6.9,6.6,5.9,5.6,5.1,4,3.2,2.8,5.9,3.5,2.9
51023,1.8,2.7,3.8,3.8,3.6,3.3,2.8,2.9,3.5,6.4,6.6,5.9,5.4,5.1,4.8,4.1,3.6,3.5,2.7,2.5,4.7,3,2.6
51025,3.5,5.5,6.6,7.3,7.1,5.6,5.2,5.2,7.1,11.4,11.5,10.5,9.9,9.2,7.9,6.7,5.9,5.2,5,4.7,8.2,6.2,4.6
51027,5.8,6.1,7.3,7.3,6.2,5.8,5.4,5.3,5.4,8.7,10.1,8.5,8.9,10.8,10.3,10.7,10.6,7,5.5,5.5,9.8,6.6,4.7
51029,3.2,3.5,4,4.6,4.6,4.7,3.9,3.7,5.3,8.3,10.9,9.5,8.4,7.7,6.7,5.8,5.3,5.3,4.5,4.1,7.6,5.2,3.9
51031,2.3,4.4,5.9,5.3,4.8,4.3,3.5,3.7,4.3,7.4,7.9,7.1,6.3,5.8,5.3,4.7,4.4,4.1,3.4,3.1,6.1,3.8,3.1
51033,2.2,3.1,4.5,4.5,4.3,4.1,3.7,4,5.2,8.6,9.7,8.9,7.6,6.9,6.1,5,4.4,4.2,3.5,3.2,7,4.3,3.2
51035,4,7,6.9,5.9,5.4,6.1,5.7,6.1,7.2,11,11.8,9.8,8.4,8.1,6.6,5.3,5.1,4.4,3.6,3.5,8.5,4.1,3.5
51036,2.5,5,5.4,5.3,5.5,4.7,4.3,4.2,5.4,9.2,9.8,9,7.7,6.6,5.8,5.3,4.5,4.7,4,3.4,6.9,4.3,3.1
51037,3.1,4.4,7.7,6.9,6.5,8.8,7.2,5.7,6.4,9.4,10.2,9.8,8.5,7.6,6.6,5.6,4.9,4.5,3.7,3.5,5.8,3.7,3
51041,1.8,2.6,3.5,3.7,3.6,3.4,3,2.8,4,6.8,7.5,6.7,6,5.5,5,4.2,3.8,3.6,2.9,2.7,6.1,3.6,2.8
51043,1.6,2.3,3.1,3.3,3.1,2.8,2.7,2.9,3.7,6.4,6.8,5.7,5.1,4.6,4.3,3.9,3.5,3.4,2.9,2.4,4.8,3.1,2.5
51045,2.4,3,4.2,4.3,4.3,4.2,3.7,4,4.4,7.5,8.1,7.5,6.9,6.9,6.2,5.4,4.7,4.3,3.6,3.1,5.3,3.3,3
51047,1.9,2.7,3.9,4.3,3.8,3.6,3.5,3.9,5.2,8.1,7.3,6.3,5.6,5.2,4.9,4.3,3.8,3.6,2.9,2.6,5.1,3.3,2.8
51049,2.2,2.9,3.8,4.3,4.3,4.2,3.7,3.5,5.1,7.4,8.6,7.6,7,6.5,6,5.1,4.5,4.1,3.3,3,6.3,4.3,3.4
51051,5.8,7.2,8.1,8.9,6.8,6.9,5.5,5.6,6.2,8.8,10.7,9.9,10.5,10.9,10,10,9.8,6.7,5.2,4.9,8.2,5.3,4.4
51053,2.1,3.1,4.2,4.3,4.2,4.4,3.4,3.7,4.9,8.2,9.1,8,7.4,7.2,6.3,5.3,4.8,4.4,3.5,3.3,6.6,4.5,3.3
51057,2.7,3.3,4.6,5.7,4.7,5,4.3,4,5.6,8.2,9.3,8.3,7.2,6.5,6.2,5.3,4.7,4.8,3.8,3.5,7.2,4.7,3.4
51059,1.6,2.6,3.5,3.2,3,2.8,2.4,2.4,3.1,4.9,5.2,4.7,4.4,4.3,4.1,3.5,3.2,3,2.5,2.3,6,3.5,2.5
51061,1.5,2.2,3.2,3.3,3,2.9,2.6,2.7,3.6,5.6,6.3,5.5,5,4.8,4.5,3.9,3.4,3.2,2.6,2.4,4.9,3,2.6
51063,3.7,4.4,4.6,4.2,4.4,4,3.5,3.8,4.8,7.8,7.1,6.3,5.6,5.3,4.6,3.9,4,3.6,2.7,2.5,5.2,3.1,2.5
51065,2,2.5,3.3,3.6,3.4,3.3,2.6,2.6,3.6,5.9,6.5,5.8,5.1,4.7,4.3,3.7,3.3,3,2.5,2.3,5.5,3.3,2.6
51067,3,4.1,5.4,4.7,4.3,3.9,3.4,3.6,5.1,8.4,8.9,7.5,6.4,5.8,5.3,4.6,4.2,3.9,3.1,2.9,5.6,3.6,2.9
51069,2,2.9,3.6,3.8,3.3,3,2.9,3.2,4.5,7.7,7.6,6.5,5.7,5.2,4.6,3.9,3.4,3.2,2.6,2.4,4.8,2.9,2.4
