ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
37,North Carolina,NC,37155,Robeson,37155,"Robeson County, North Carolina",947.294277820248,131656,0,53384,182,45881,424,52491,1525,3838,408,12048,547,19074,765,18507,901,20028,89,32927,0,21307,786,4389,355,2407,340,98953,606,826,164,19689,549,1767,231,4068,367,3545,476,41.0,1.2,7.4,0.8,26.3,1.2,22.4,0.9,14.2,0.7,15.2,0.1,25.0,0.0,16.4,0.6,9.6,0.8,2.0,0.3,75.2,0.5,1.5,0.3,36.9,1.0,3.9,0.5,8.9,0.8,2.7,0.4,1.0,0.7677,0.6061,0.9798,0.8889,4.2425,0.9596,0.1212,0.9495,0.4646,0.899,0.7576,3.1919,0.9192,1.0,1.0,1.0,0.2828,0.9798,0.9495,0.8687,0.6465,3.7273,0.9596,12.1617,1.0,1,0,0,1,0,2,0,1,0,0,0,1,1,1,0,1,1,0,0,2,6,125121,40603,1880,31085,184,11688,0,769,118,52605,379,33,30,2493,388,280,280,31.7,0.1,23.6,0.1,8.9,0.0,0.6,0.1,40.0,0.3,0.0,0.1,1.9,0.3,0.2,0.1
37,North Carolina,NC,37157,Rockingham,37157,"Rockingham County, North Carolina",565.641369776448,91051,0,44245,133,38532,555,24508,1584,2694,515,9364,741,11027,877,8491,817,18554,128,18480,56,14530,892,2359,378,1099,317,25467,717,1775,353,8270,673,836,242,2594,458,1502,257,27.4,1.8,6.3,1.2,24.3,1.9,16.8,1.3,9.4,0.9,20.4,0.1,20.3,0.1,16.2,1.0,6.1,1.0,1.3,0.4,28.0,0.8,4.0,0.8,18.7,1.5,2.2,0.6,6.7,1.2,1.6,0.3,0.5859,0.6364,0.4444,0.7172,0.1515,2.5354,0.5152,0.5859,0.4141,0.4141,0.4343,0.4545,2.3029,0.3636,0.4444,0.4444,0.4444,0.7374,0.4444,0.5051,0.6768,0.404,2.7677,0.6768,8.0504,0.5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78071,20618,1557,16474,452,5630,0,639,77,314,138,16,19,2246,522,148,148,23.0,0.1,18.1,0.5,6.2,0.0,0.7,0.1,0.3,0.2,0.0,0.1,2.5,0.6,0.2,0.1
37,North Carolina,NC,37159,Rowan,37159,"Rowan County, North Carolina",511.607838511826,140978,0,62052,182,54137,744,36213,2623,4737,643,11949,934,13689,978,15808,1266,24653,181,31420,0,22426,1127,4383,538,2505,581,39854,732,2382,382,10606,958,1417,384,3403,590,4396,473,26.5,1.9,7.0,1.0,22.1,1.7,14.1,1.0,11.4,0.9,17.5,0.1,22.3,0.0,16.2,0.8,8.1,1.0,1.9,0.4,28.3,0.5,3.8,0.6,17.1,1.5,2.6,0.7,6.3,1.1,3.1,0.3,0.5152,0.7374,0.2323,0.5354,0.5556,2.5759,0.5556,0.2626,0.7273,0.4141,0.8081,0.7071,2.9192,0.798,0.4646,0.4646,0.4646,0.697,0.3838,0.7273,0.596,0.6768,3.0809,0.798,9.0406,0.7071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130255,18073,1894,22334,460,12736,0,1417,195,352,132,16,20,2779,493,220,220,13.2,0.0,15.8,0.3,9.0,0.0,1.0,0.1,0.2,0.1,0.0,0.1,2.0,0.3,0.2,0.1
37,North Carolina,NC,37161,Rutherford,37161,"Rutherford County, North Carolina",565.43714730118,66741,0,34482,121,27525,578,20272,1562,1947,360,6532,654,7274,791,8505,958,14333,109,13671,44,13396,1037,1710,277,519,215,11455,615,511,156,6436,629,784,276,1812,424,1210,246,31.0,2.4,6.7,1.2,23.7,2.3,15.1,1.6,12.9,1.5,21.5,0.2,20.5,0.1,20.4,1.6,6.2,1.0,0.8,0.3,17.2,0.9,1.5,0.5,18.7,1.8,2.8,1.0,6.6,1.5,1.8,0.4,0.7475,0.6869,0.404,0.6061,0.8182,3.2627,0.7677,0.6768,0.4646,0.8788,0.4646,0.1919,2.6767,0.6566,0.2828,0.2828,0.2828,0.2828,0.4444,0.798,0.6667,0.4646,2.6565,0.6364,8.8787,0.6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63138,11627,1340,6138,402,3047,0,345,72,240,81,19,19,1459,401,207,207,17.7,0.1,9.2,0.6,4.6,0.0,0.5,0.1,0.4,0.1,0.0,0.1,2.2,0.6,0.3,0.3
37,North Carolina,NC,37163,Sampson,37163,"Sampson County, North Carolina",945.929257442672,63284,0,27885,114,23162,603,20210,1545,1943,257,5581,593,8081,654,9691,1102,11340,32,15490,0,9462,837,1510,298,3136,502,31202,496,333,91,10435,664,731,220,1309,252,1124,282,32.4,2.5,6.8,0.9,24.1,2.5,19.0,1.5,15.5,1.8,17.9,0.1,24.5,0.0,15.2,1.3,6.5,1.3,5.3,0.8,49.3,0.8,1.2,0.3,37.4,2.4,3.2,0.9,5.7,1.1,1.8,0.4,0.7778,0.7071,0.4141,0.8889,0.9596,3.7475,0.8788,0.3535,0.9293,0.2727,0.4949,0.9798,3.0302,0.8485,0.798,0.798,0.798,0.2121,0.9899,0.8889,0.5354,0.4646,3.0909,0.8081,10.6666,0.8889,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0,1,0,0,0,1,4,54259,14139,1486,15900,331,12665,0,370,33,1105,121,0,31,1149,346,13,13,22.7,0.1,25.1,0.5,20.0,0.0,0.6,0.1,1.7,0.2,0.0,0.1,1.8,0.5,0.0,0.1
37,North Carolina,NC,37165,Scotland,37165,"Scotland County, North Carolina",319.140324734572,34921,0,15343,135,12951,224,13198,717,1647,239,4017,318,4521,417,3880,438,6232,3,7938,28,5641,380,1544,220,146,122,20021,331,319,87,4079,284,678,161,1473,207,2178,325,40.3,2.2,11.7,1.6,31.0,2.4,19.1,1.8,11.6,1.3,17.8,0.1,22.7,0.1,16.9,1.1,11.9,1.7,0.4,0.4,57.3,0.9,2.1,0.6,26.6,1.9,5.2,1.2,11.4,1.6,6.2,0.9,0.9798,1.0,0.8788,0.9091,0.6061,4.3738,0.9899,0.3232,0.7879,0.5152,0.9899,0.0808,2.697,0.6768,0.8889,0.8889,0.8889,0.4848,0.8586,0.9899,0.9899,0.8687,4.1919,1.0,12.1516,0.9899,1,1,0,1,0,3,0,0,0,1,0,1,0,0,0,0,1,1,0,2,6,36741,8740,803,13515,153,1126,0,269,74,4184,145,0,28,863,237,64,64,26.7,0.3,38.7,0.4,3.2,0.0,0.8,0.2,12.0,0.4,0.0,0.1,2.5,0.7,0.2,0.2
37,North Carolina,NC,37167,Stanly,37167,"Stanly County, North Carolina",395.07888694408,62050,0,28007,109,23849,466,12970,1058,1483,276,5014,530,5888,529,6772,766,11742,75,13464,0,9643,856,1554,273,640,226,12099,413,54,40,3347,345,565,165,1120,268,2107,256,21.6,1.8,4.9,0.9,21.0,2.2,13.5,1.2,11.2,1.3,18.9,0.1,21.7,0.0,15.9,1.4,6.5,1.1,1.1,0.4,19.5,0.7,0.2,0.1,12.0,1.2,2.4,0.7,4.7,1.1,3.4,0.4,0.1717,0.303,0.1414,0.4646,0.4747,1.5554,0.1717,0.4343,0.6162,0.3636,0.4949,0.3838,2.2928,0.3535,0.3232,0.3232,0.3232,0.0303,0.1515,0.6061,0.3131,0.7172,1.8182,0.1717,5.9896,0.2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53387,7092,962,7011,186,2706,0,1058,156,59,47,0,31,1265,328,0,0,11.8,0.1,11.3,0.3,4.4,0.0,1.7,0.3,0.1,0.1,0.0,0.1,2.0,0.5,0.0,0.1
37,North Carolina,NC,37169,Stokes,37169,"Stokes County, North Carolina",449.344566283324,45688,0,22296,75,19608,353,10604,1140,1063,275,4355,506,5007,694,4766,771,9389,87,8600,74,8096,904,1276,299,71,121,4204,389,148,68,5411,579,583,296,569,215,523,153,23.6,2.5,4.8,1.3,22.2,2.5,14.9,2.1,10.5,1.7,20.6,0.2,18.8,0.2,17.9,2.0,6.5,1.5,0.2,0.3,9.2,0.9,0.7,0.3,24.3,2.6,3.0,1.5,2.9,1.1,1.1,0.3,0.303,0.2727,0.2424,0.5859,0.3636,1.7676,0.2121,0.6364,0.2626,0.6162,0.4949,0.0101,2.0202,0.1717,0.0707,0.0707,0.0707,0.101,0.7778,0.8485,0.0404,0.2222,1.9899,0.2525,5.8484,0.2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31888,10626,1530,1810,259,1485,0,175,204,235,66,0,28,482,193,17,17,23.5,0.1,4.0,0.6,3.3,0.0,0.4,0.4,0.5,0.1,0.0,0.1,1.1,0.4,0.0,0.1
37,North Carolina,NC,37171,Surry,37171,"Surry County, North Carolina",532.644565441116,71904,0,34279,86,29001,478,21106,1549,1524,278,6322,569,10259,754,8808,861,14678,156,15277,40,14323,849,1440,265,1512,357,11936,350,833,204,8042,547,861,211,1867,300,961,197,29.8,2.2,4.6,0.8,21.8,1.9,20.1,1.5,12.4,1.2,20.4,0.2,21.2,0.1,20.1,1.2,5.0,0.9,2.2,0.5,16.6,0.5,2.4,0.6,23.5,1.6,3.0,0.7,6.4,1.0,1.3,0.3,0.6667,0.202,0.2121,0.9192,0.7273,2.7273,0.6263,0.5859,0.5455,0.8485,0.2626,0.7677,3.0102,0.8384,0.2525,0.2525,0.2525,0.5051,0.697,0.8485,0.6364,0.2828,2.9698,0.7374,8.9598,0.697,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70506,18713,1407,2530,227,7822,0,453,48,203,64,125,112,738,213,65,65,26.4,0.1,3.5,0.3,10.9,0.0,0.6,0.1,0.3,0.1,0.2,0.2,1.0,0.3,0.1,0.1
37,North Carolina,NC,37173,Swain,37173,"Swain County, North Carolina",527.728258404552,14241,0,9080,51,5741,280,4360,587,380,169,1069,234,1628,269,3135,347,2720,28,3265,46,2629,304,443,149,23,82,5535,294,27,22,2360,355,244,123,437,150,300,107,31.1,4.2,6.1,2.6,18.6,4.0,16.7,2.8,22.3,2.4,19.1,0.2,22.9,0.3,18.7,2.1,7.7,2.6,0.2,0.6,38.9,2.1,0.3,0.2,26.0,3.9,4.3,2.1,7.6,2.6,2.1,0.8,0.7576,0.6061,0.0303,0.7071,1.0,3.1011,0.697,0.4444,0.8182,0.697,0.7273,0.0101,2.697,0.6768,0.6162,0.6162,0.6162,0.0404,0.8384,0.9697,0.798,0.5354,3.1819,0.8687,9.5962,0.7374,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,18449,4405,741,95,47,860,0,64,68,4026,205,0,21,490,192,0,0,31.6,0.2,0.7,0.3,6.0,0.0,0.4,0.5,28.3,1.4,0.0,0.3,3.4,1.4,0.0,0.3
37,North Carolina,NC,37175,Transylvania,37175,"Transylvania County, North Carolina",378.358182688894,34039,0,19752,122,14648,478,8169,954,811,243,2867,469,2349,392,4751,659,10270,89,5332,75,5103,656,828,218,218,156,3294,227,467,184,2913,401,358,148,539,166,1324,260,24.8,2.9,5.4,1.6,19.6,3.1,9.0,1.5,14.2,2.0,30.2,0.3,15.7,0.2,15.2,2.0,5.7,1.5,0.7,0.5,9.7,0.7,2.4,0.9,14.7,2.0,2.4,1.0,3.7,1.2,3.9,0.8,0.404,0.4343,0.0808,0.1212,0.8889,1.9292,0.303,0.9697,0.0505,0.2727,0.404,0.1414,1.8383,0.1212,0.0909,0.0909,0.0909,0.5051,0.2929,0.6061,0.1212,0.7374,2.2627,0.3838,6.1211,0.2525,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,30716,3978,767,1395,121,1131,0,56,55,120,82,1,8,557,153,34,34,12.2,0.1,4.1,0.4,3.3,0.0,0.2,0.2,0.4,0.2,0.0,0.1,1.6,0.5,0.1,0.2
37,North Carolina,NC,37177,Tyrrell,37177,"Tyrrell County, North Carolina",390.776409114238,3978,0,2230,212,1652,199,959,221,62,46,443,147,714,176,402,115,901,182,537,142,666,196,108,85,41,62,1708,262,0,18,626,169,22,29,87,48,770,142,30.2,6.8,4.0,2.9,26.8,8.3,23.4,5.5,12.5,3.5,22.6,4.6,13.5,3.6,20.7,6.0,6.5,5.1,1.1,1.6,42.9,6.6,0.0,0.8,28.1,6.6,1.3,1.7,5.3,2.8,19.4,3.6,0.7172,0.0909,0.6566,0.9899,0.7576,3.2122,0.7576,0.7374,0.0101,0.9192,0.4949,0.3838,2.5454,0.5859,0.697,0.697,0.697,0.0,0.8788,0.1515,0.4848,0.9899,2.505,0.5354,8.9596,0.6768,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3,3528,721,250,1413,224,175,112,19,27,24,30,0,13,73,65,4,4,22.5,1.0,35.5,5.6,4.4,2.8,0.5,0.7,0.6,0.8,0.0,1.0,1.8,1.6,0.1,0.2
37,North Carolina,NC,37179,Union,37179,"Union County, North Carolina",632.73584559698,235767,0,82547,151,77791,574,32951,2414,5715,681,14986,934,15731,993,20499,1324,29768,59,63318,18,22178,1142,4334,432,5383,693,67102,1118,1417,306,4191,442,1755,356,2068,400,2341,389,14.2,1.0,4.7,0.5,19.3,1.2,10.4,0.7,8.7,0.6,12.6,0.1,26.9,0.0,9.5,0.5,5.6,0.6,2.4,0.3,28.5,0.5,1.7,0.4,5.1,0.5,2.3,0.5,2.7,0.5,1.0,0.2,0.0,0.2323,0.0606,0.1919,0.0707,0.5555,0.0101,0.0505,0.9899,0.0303,0.3737,0.8283,2.2727,0.3434,0.4848,0.4848,0.4848,0.3434,0.0707,0.5556,0.0303,0.1818,1.1818,0.0303,4.4948,0.0101,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,190584,12400,1345,26605,726,26526,0,7804,306,474,120,57,44,5126,738,510,510,5.3,0.0,11.3,0.3,11.3,0.0,3.3,0.1,0.2,0.1,0.0,0.1,2.2,0.3,0.2,0.1
37,North Carolina,NC,37181,Vance,37181,"Vance County, North Carolina",252.395449217062,44614,0,20152,70,16895,425,14966,1230,1657,375,4819,600,5108,507,4411,676,8140,69,10578,101,8336,661,1694,335,545,159,27192,595,411,126,4681,395,373,144,1636,333,695,180,34.0,2.8,8.0,1.8,28.5,3.5,16.9,1.7,10.0,1.5,18.2,0.2,23.7,0.2,18.9,1.5,10.0,2.0,1.3,0.4,60.9,1.3,2.0,0.6,23.2,2.0,2.2,0.9,9.7,1.9,1.6,0.4,0.8384,0.8485,0.7172,0.7475,0.2222,3.3738,0.7879,0.3737,0.8687,0.7172,0.9293,0.4545,3.3434,0.9596,0.9192,0.9192,0.9192,0.4444,0.6869,0.5051,0.9192,0.404,2.9596,0.7273,10.596,0.8687,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,3,43518,8510,1023,21863,410,3567,0,375,24,102,51,0,28,1285,427,0,0,19.4,0.1,49.0,0.9,8.0,0.0,0.8,0.1,0.2,0.1,0.0,0.1,2.9,1.0,0.0,0.1
37,North Carolina,NC,37183,Wake,37183,"Wake County, North Carolina",834.586690102184,1091662,48,441720,442,410552,1748,155691,6533,25352,1951,94725,2942,47952,2179,91582,3913,127133,50,260902,90,92047,3466,26503,1422,24633,2006,444397,3943,79237,2488,11977,987,7803,749,15217,1128,21999,1013,14.6,0.6,4.2,0.3,23.1,0.7,6.6,0.3,8.5,0.4,11.6,0.1,23.9,0.0,8.5,0.3,6.5,0.3,2.4,0.2,40.7,0.4,17.9,0.6,2.7,0.2,1.9,0.2,3.7,0.3,2.0,0.1,0.0202,0.1313,0.3333,0.0101,0.0505,0.5454,0.0,0.0303,0.8889,0.0202,0.4949,0.8283,2.2626,0.303,0.6566,0.6566,0.6566,0.9798,0.0202,0.3535,0.1212,0.5152,1.9899,0.2525,5.4545,0.1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1179826,57585,3917,214636,1680,110961,31,79871,1084,2532,400,431,95,29836,1885,6130,6130,5.4,0.0,19.7,0.2,10.2,0.1,7.3,0.1,0.2,0.1,0.0,0.1,2.7,0.2,0.6,0.3
37,North Carolina,NC,37185,Warren,37185,"Warren County, North Carolina",429.390775927022,19746,0,12051,69,8122,294,6481,695,750,266,2126,321,2349,311,1917,368,5017,72,3570,20,3731,354,812,213,176,122,12254,281,100,45,3990,387,167,87,745,190,929,147,34.4,3.7,9.0,3.2,26.2,3.8,16.2,2.1,10.1,1.9,25.4,0.4,18.1,0.1,19.7,1.9,10.0,2.6,0.9,0.6,62.1,1.4,0.8,0.4,33.1,3.2,2.1,1.1,9.2,2.3,4.7,0.7,0.8586,0.9596,0.5657,0.6869,0.2323,3.3031,0.7778,0.8687,0.1717,0.8283,0.9293,0.303,3.101,0.8788,0.9596,0.9596,0.9596,0.1515,0.9394,0.4545,0.899,0.7879,3.2323,0.8889,10.596,0.8687,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,4,15570,6016,657,9880,184,761,0,94,10,1022,38,31,33,400,193,66,66,32.0,0.3,50.0,0.9,3.9,0.0,0.5,0.1,5.2,0.2,0.2,0.2,2.0,1.0,0.3,0.4
37,North Carolina,NC,37187,Washington,37187,"Washington County, North Carolina",346.509634118502,11788,0,6450,35,5237,277,4220,556,327,175,1674,315,1318,269,1486,390,2885,9,2374,0,2633,315,662,212,19,82,6572,202,89,74,1580,312,81,92,780,221,144,63,36.3,4.8,7.3,3.9,32.0,5.8,16.0,3.3,12.8,3.4,24.5,0.1,20.1,0.0,22.7,2.7,12.6,4.0,0.2,0.7,55.8,1.7,1.4,1.1,24.5,4.8,1.5,1.8,14.9,3.9,1.2,0.5,0.9495,0.7576,0.9495,0.6566,0.8081,4.1213,0.9495,0.8182,0.3636,0.9697,1.0,0.0101,3.1616,0.9091,0.8788,0.8788,0.8788,0.2626,0.7879,0.2222,1.0,0.2424,2.5151,0.5556,10.6768,0.899,1,0,1,0,0,2,0,0,1,1,0,2,0,0,0,0,0,1,0,1,5,9965,2994,513,5727,139,644,0,35,54,41,56,0,21,99,112,26,26,25.7,0.1,48.6,1.2,5.5,0.0,0.3,0.5,0.3,0.5,0.0,0.3,0.8,0.9,0.2,0.4
37,North Carolina,NC,37189,Watauga,37189,"Watauga County, North Carolina",312.437967761308,55669,0,34065,201,21453,631,16956,1075,2580,493,7091,649,3064,453,5618,640,8909,65,7163,36,6200,648,663,199,397,237,4657,290,3448,514,2591,331,281,123,1108,304,5999,462,34.1,2.1,8.7,1.6,33.1,2.9,9.4,1.4,10.1,1.2,16.0,0.1,12.9,0.1,11.2,1.2,3.1,0.9,0.7,0.4,8.4,0.5,10.1,1.5,7.6,1.0,1.3,0.6,5.2,1.4,10.8,0.8,0.8485,0.9192,0.9697,0.1414,0.2323,3.1111,0.7071,0.1616,0.0,0.0707,0.0606,0.1414,0.4343,0.0,0.0606,0.0606,0.0606,0.899,0.101,0.1515,0.4545,0.9596,2.5656,0.5859,6.1716,0.2626,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,60988,6750,1016,935,138,2091,0,627,89,266,106,52,50,675,208,11,11,13.6,0.1,1.7,0.2,3.8,0.0,1.1,0.2,0.5,0.2,0.1,0.1,1.2,0.4,0.0,0.1
37,North Carolina,NC,37191,Wayne,37191,"Wayne County, North Carolina",553.921674070178,123785,0,54507,171,48198,666,35994,2220,3031,499,13152,847,11928,756,15514,1120,20357,129,29377,0,18878,1109,4057,478,3820,512,58285,913,1997,313,12303,747,1282,385,3670,482,2983,419,29.8,1.8,5.4,0.9,27.3,1.7,14.5,0.9,13.0,0.9,16.4,0.1,23.7,0.0,15.8,0.9,8.4,1.0,3.3,0.4,47.1,0.7,3.7,0.6,22.6,1.4,2.7,0.8,7.6,1.0,2.4,0.3,0.6667,0.4343,0.6768,0.5758,0.8283,3.1819,0.7374,0.1919,0.8687,0.3333,0.8283,0.9293,3.1515,0.899,0.7677,0.7677,0.7677,0.6869,0.6364,0.7576,0.798,0.5859,3.4648,0.9394,10.5659,0.8485,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,118314,14239,1496,37474,579,14944,0,1459,235,320,92,49,51,3819,643,220,220,11.8,0.0,30.3,0.5,12.1,0.0,1.2,0.2,0.3,0.1,0.0,0.1,3.1,0.5,0.2,0.1
37,North Carolina,NC,37193,Wilkes,37193,"Wilkes County, North Carolina",753.6789561563739,68341,48,33664,125,28902,590,18578,1656,1655,410,6215,665,9099,759,7752,890,14702,157,13943,51,12693,824,1435,326,563,243,8805,384,808,289,8038,491,371,173,1466,311,900,221,27.6,2.5,5.3,1.3,21.5,2.3,18.5,1.5,11.5,1.3,21.5,0.2,20.4,0.1,18.8,1.2,5.0,1.1,0.9,0.4,12.9,0.6,2.4,0.9,23.9,1.5,1.3,0.6,5.1,1.1,1.3,0.3,0.6162,0.3939,0.1717,0.8384,0.5859,2.6061,0.5859,0.6768,0.4444,0.7071,0.2626,0.303,2.3939,0.4444,0.1313,0.1313,0.1313,0.5051,0.7374,0.1515,0.4343,0.2828,2.1111,0.303,7.2424,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61562,11377,1214,2556,261,4515,3,406,78,140,63,219,133,949,226,20,20,16.9,0.1,3.7,0.4,6.6,0.1,0.6,0.1,0.2,0.1,0.3,0.2,1.4,0.3,0.0,0.1
37,North Carolina,NC,37195,Wilson,37195,"Wilson County, North Carolina",367.574133750754,81579,0,36332,136,31968,491,27961,1580,3304,475,9148,748,10344,755,9562,837,14810,172,18749,94,12293,863,2510,396,1464,343,43544,831,955,205,5142,444,929,245,2962,441,1542,294,34.9,2.0,8.6,1.2,28.6,2.3,18.6,1.4,11.9,1.0,18.2,0.2,23.0,0.1,15.3,1.1,7.9,1.2,1.9,0.4,53.4,1.0,2.6,0.6,14.2,1.2,2.9,0.8,9.3,1.4,1.9,0.4,0.8788,0.9091,0.7273,0.8485,0.6465,4.0102,0.9293,0.3737,0.8283,0.3131,0.7576,0.7071,2.9798,0.8081,0.8485,0.8485,0.8485,0.5758,0.2525,0.8384,0.9091,0.4949,3.0707,0.7879,10.9092,0.9394,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,87432,15488,1398,32159,460,8577,0,516,376,219,65,0,31,1962,567,111,111,19.4,0.1,39.4,0.6,10.5,0.0,0.6,0.5,0.3,0.1,0.0,0.1,2.4,0.7,0.1,0.1
37,North Carolina,NC,37197,Yadkin,37197,"Yadkin County, North Carolina",334.941983835424,37589,0,17444,61,15247,297,9811,916,896,274,3452,450,4115,467,4196,490,7422,62,7873,17,5984,541,722,168,828,203,5983,209,442,211,4009,373,376,148,715,204,335,115,26.4,2.5,5.1,1.5,22.6,2.9,15.3,1.7,11.2,1.3,19.7,0.2,20.9,0.0,16.0,1.5,4.7,1.1,2.3,0.6,15.9,0.6,2.5,1.2,23.0,2.1,2.5,1.0,4.7,1.3,0.9,0.3,0.5051,0.3535,0.2828,0.6263,0.4747,2.2424,0.4444,0.4747,0.5051,0.3737,0.1717,0.7778,2.303,0.3737,0.2424,0.2424,0.2424,0.5556,0.6768,0.6667,0.3131,0.1515,2.3637,0.4343,7.1515,0.3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30610,8096,938,1134,106,4198,0,38,50,28,22,22,32,421,137,142,142,21.7,0.1,3.0,0.3,11.2,0.0,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.4,0.4,0.3
37,North Carolina,NC,37199,Yancey,37199,"Yancey County, North Carolina",312.592049486448,17870,0,11270,53,7466,326,4533,578,583,205,1534,228,1781,277,2218,290,4601,54,3283,72,3221,311,404,120,181,121,1355,105,265,84,2229,241,138,57,395,105,145,57,25.6,3.3,7.4,2.5,20.5,2.9,13.4,2.1,12.5,1.6,25.7,0.3,18.4,0.4,18.2,1.8,5.4,1.6,1.1,0.7,7.6,0.6,2.4,0.7,19.8,2.1,1.8,0.8,5.3,1.3,0.8,0.3,0.4646,0.7677,0.1212,0.4444,0.7576,2.5555,0.5354,0.8889,0.202,0.6364,0.3131,0.3838,2.4242,0.4848,0.0202,0.0202,0.0202,0.5051,0.5253,0.3232,0.4848,0.0909,1.9293,0.2222,6.9292,0.3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14132,3698,561,114,68,928,0,53,14,75,30,4,8,181,70,0,0,20.9,0.1,0.6,0.4,5.2,0.0,0.3,0.1,0.4,0.2,0.0,0.1,1.0,0.4,0.0,0.2
